method,split,task,groups,mean_action_critical_rmse,ci95_action_critical_rmse,mean_occluded_region_rmse,ci95_occluded_region_rmse,mean_collision_boundary_f1,ci95_collision_boundary_f1,mean_calibration_error,ci95_calibration_error,mean_probe_informativeness,ci95_probe_informativeness,mean_task_success,ci95_task_success,mean_collision_rate,ci95_collision_rate,mean_manipulation_failure_rate,ci95_manipulation_failure_rate,mean_probe_cost,ci95_probe_cost,mean_probe_damage,ci95_probe_damage,mean_planning_regret_to_oracle,ci95_planning_regret_to_oracle,mean_probe_rate,ci95_probe_rate
oracle_depth_completion,missing_depth_shift,transparent_container_lift,7,0.00576,0.00012,0.00595,0.00005,0.93173,0.00346,0.06718,0.00168,0.14080,0.00069,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00685,0.00034,0.00000,0.00000,0.00112,0.00028,0.95635,0.02333
oracle_depth_completion,nominal_depth,leaf_occluded_fruit_grasp,7,0.00535,0.00011,0.00585,0.00008,0.93148,0.00239,0.06815,0.00226,0.10222,0.00080,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00710,0.00016,0.00000,0.00000,0.00094,0.00024,0.95833,0.01572
oracle_depth_completion,nominal_depth,occluded_bin_grasping,7,0.00510,0.00013,0.00583,0.00008,0.93902,0.00433,0.06944,0.00245,0.08111,0.00088,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00607,0.00021,0.00000,0.00000,0.00052,0.00027,0.92659,0.01650
oracle_depth_completion,nominal_depth,shelf_insertion_clearance,7,0.00478,0.00010,0.00585,0.00012,0.92843,0.00517,0.06617,0.00242,0.06272,0.00088,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00686,0.00024,0.00000,0.00000,0.00113,0.00044,0.92460,0.01309
oracle_depth_completion,nominal_depth,transparent_container_lift,7,0.00552,0.00013,0.00593,0.00011,0.93279,0.00219,0.06852,0.00307,0.11001,0.00119,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00649,0.00026,0.00000,0.00000,0.00085,0.00026,0.95437,0.02429
oracle_depth_completion,occlusion_shift,leaf_occluded_fruit_grasp,7,0.00564,0.00011,0.00587,0.00008,0.93702,0.00330,0.06929,0.00286,0.12546,0.00071,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00772,0.00024,0.00000,0.00000,0.00117,0.00022,0.96032,0.01619
oracle_depth_completion,occlusion_shift,occluded_bin_grasping,7,0.00550,0.00014,0.00592,0.00007,0.93554,0.00532,0.06634,0.00171,0.10946,0.00126,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00691,0.00011,0.00000,0.00000,0.00107,0.00028,0.97619,0.01145
oracle_depth_completion,occlusion_shift,shelf_insertion_clearance,7,0.00541,0.00011,0.00588,0.00005,0.93100,0.00465,0.07004,0.00207,0.09017,0.00108,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00747,0.00027,0.00000,0.00000,0.00176,0.00045,0.93849,0.01167
oracle_depth_completion,occlusion_shift,transparent_container_lift,7,0.00572,0.00019,0.00594,0.00008,0.93218,0.00503,0.06750,0.00273,0.13809,0.00053,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00674,0.00023,0.00000,0.00000,0.00147,0.00055,0.94841,0.01420
oracle_depth_completion,transparent_specular_shift,leaf_occluded_fruit_grasp,7,0.00559,0.00007,0.00596,0.00004,0.93703,0.00917,0.06565,0.00174,0.14109,0.00050,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00736,0.00015,0.00000,0.00000,0.00084,0.00046,0.93849,0.02366
oracle_depth_completion,transparent_specular_shift,occluded_bin_grasping,7,0.00565,0.00015,0.00599,0.00006,0.93157,0.00513,0.06559,0.00379,0.12046,0.00092,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00670,0.00012,0.00000,0.00000,0.00114,0.00036,0.95238,0.01665
oracle_depth_completion,transparent_specular_shift,shelf_insertion_clearance,7,0.00544,0.00012,0.00595,0.00007,0.93417,0.00411,0.06671,0.00383,0.10170,0.00102,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00736,0.00016,0.00000,0.00000,0.00139,0.00041,0.94048,0.02500
oracle_depth_completion,transparent_specular_shift,transparent_container_lift,7,0.00589,0.00008,0.00592,0.00005,0.93249,0.00367,0.06959,0.00197,0.14361,0.00077,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00685,0.00035,0.00000,0.00000,0.00147,0.00041,0.95833,0.01572
proposed_action_critical_interactive_depth,combined_interactive_stress,leaf_occluded_fruit_grasp,7,0.05672,0.00093,0.06765,0.00084,0.61330,0.00937,0.05050,0.00293,0.03313,0.00017,0.23016,0.02580,0.20635,0.03682,0.56349,0.02962,0.06939,0.00136,0.22817,0.02840,0.49787,0.00502,1.00000,0.00000
proposed_action_critical_interactive_depth,combined_interactive_stress,occluded_bin_grasping,7,0.05229,0.00097,0.06358,0.00112,0.67638,0.00733,0.05186,0.00315,0.02957,0.00028,0.83135,0.03330,0.02778,0.01188,0.14087,0.03383,0.06345,0.00093,0.11508,0.01754,0.36413,0.00924,1.00000,0.00000
proposed_action_critical_interactive_depth,combined_interactive_stress,shelf_insertion_clearance,7,0.04951,0.00139,0.06051,0.00074,0.60741,0.01059,0.05310,0.00232,0.02582,0.00013,0.75198,0.04423,0.05952,0.02033,0.18849,0.04857,0.06634,0.00191,0.09722,0.02301,0.36938,0.00980,1.00000,0.00000
proposed_action_critical_interactive_depth,combined_interactive_stress,transparent_container_lift,7,0.06536,0.00157,0.07275,0.00090,0.61348,0.01434,0.05223,0.00212,0.02481,0.00016,0.24405,0.03703,0.19841,0.02200,0.55754,0.04502,0.06333,0.00208,0.17063,0.02279,0.53321,0.01182,1.00000,0.00000
proposed_action_critical_interactive_depth,missing_depth_shift,leaf_occluded_fruit_grasp,7,0.05074,0.00136,0.06423,0.00095,0.71922,0.01059,0.05336,0.00263,0.03981,0.00045,0.78968,0.03111,0.03571,0.02439,0.17460,0.03507,0.06129,0.00102,0.18849,0.03079,0.36571,0.01327,1.00000,0.00000
proposed_action_critical_interactive_depth,missing_depth_shift,occluded_bin_grasping,7,0.04746,0.00163,0.06082,0.00096,0.76788,0.00840,0.05241,0.00397,0.03616,0.00046,0.90675,0.02893,0.01786,0.01145,0.07540,0.02211,0.05336,0.00085,0.09524,0.03054,0.29938,0.01334,1.00000,0.00000
proposed_action_critical_interactive_depth,missing_depth_shift,shelf_insertion_clearance,7,0.04098,0.00120,0.05757,0.00093,0.69750,0.01254,0.05230,0.00483,0.03182,0.00028,0.91865,0.02177,0.01190,0.01100,0.06944,0.02223,0.05840,0.00148,0.07937,0.02033,0.27462,0.00935,1.00000,0.00000
proposed_action_critical_interactive_depth,missing_depth_shift,transparent_container_lift,7,0.05822,0.00145,0.06996,0.00090,0.71536,0.00671,0.05470,0.00245,0.03259,0.00020,0.89683,0.01167,0.01190,0.00389,0.09127,0.01309,0.05421,0.00137,0.08333,0.01878,0.37350,0.00435,1.00000,0.00000
proposed_action_critical_interactive_depth,nominal_depth,leaf_occluded_fruit_grasp,7,0.04126,0.00104,0.05474,0.00136,0.77449,0.01281,0.05255,0.00209,0.03577,0.00037,0.84722,0.03360,0.02183,0.01309,0.13095,0.04319,0.05637,0.00084,0.15278,0.02910,0.28233,0.01887,1.00000,0.00000
proposed_action_critical_interactive_depth,nominal_depth,occluded_bin_grasping,7,0.03582,0.00050,0.05014,0.00038,0.82689,0.00669,0.05001,0.00275,0.03228,0.00023,0.95238,0.01556,0.00000,0.00000,0.04762,0.01556,0.04889,0.00103,0.05556,0.01782,0.20359,0.00637,1.00000,0.00000
proposed_action_critical_interactive_depth,nominal_depth,shelf_insertion_clearance,7,0.02974,0.00092,0.04727,0.00072,0.79068,0.00712,0.05173,0.00384,0.02825,0.00053,0.95635,0.01918,0.00595,0.00810,0.03770,0.01650,0.05264,0.00089,0.04365,0.01918,0.17394,0.00789,1.00000,0.00000
proposed_action_critical_interactive_depth,nominal_depth,transparent_container_lift,7,0.04736,0.00130,0.06061,0.00050,0.77101,0.00717,0.05232,0.00191,0.03092,0.00040,0.91270,0.02279,0.01190,0.00710,0.07540,0.02366,0.05293,0.00102,0.08730,0.02279,0.29582,0.01294,1.00000,0.00000
proposed_action_critical_interactive_depth,occlusion_shift,leaf_occluded_fruit_grasp,7,0.04643,0.00139,0.05723,0.00091,0.74059,0.01336,0.05339,0.00327,0.03606,0.00038,0.79762,0.04929,0.03770,0.01420,0.16468,0.04805,0.06321,0.00079,0.17659,0.04434,0.33202,0.02382,1.00000,0.00000
proposed_action_critical_interactive_depth,occlusion_shift,occluded_bin_grasping,7,0.04225,0.00109,0.05295,0.00076,0.77966,0.00787,0.05332,0.00269,0.03171,0.00037,0.91667,0.02910,0.01587,0.01100,0.06746,0.02333,0.05636,0.00080,0.08333,0.02910,0.26288,0.01407,1.00000,0.00000
proposed_action_critical_interactive_depth,occlusion_shift,shelf_insertion_clearance,7,0.03604,0.00054,0.05101,0.00060,0.71119,0.00668,0.05133,0.00426,0.02785,0.00043,0.91071,0.02211,0.01190,0.01100,0.07738,0.01865,0.06257,0.00134,0.08730,0.02033,0.24598,0.00702,1.00000,0.00000
proposed_action_critical_interactive_depth,occlusion_shift,transparent_container_lift,7,0.05242,0.00095,0.06249,0.00084,0.72963,0.00832,0.05173,0.00213,0.03008,0.00033,0.86905,0.03021,0.01786,0.01754,0.11310,0.02008,0.05621,0.00119,0.10317,0.02211,0.34434,0.00897,1.00000,0.00000
proposed_action_critical_interactive_depth,transparent_specular_shift,leaf_occluded_fruit_grasp,7,0.05195,0.00122,0.06384,0.00091,0.71537,0.00840,0.05170,0.00308,0.03447,0.00029,0.71627,0.03703,0.05952,0.01539,0.22421,0.03435,0.06132,0.00197,0.20436,0.03238,0.38526,0.01566,1.00000,0.00000
proposed_action_critical_interactive_depth,transparent_specular_shift,occluded_bin_grasping,7,0.04633,0.00117,0.06026,0.00107,0.77160,0.01147,0.05465,0.00263,0.03066,0.00026,0.88492,0.04103,0.01389,0.01328,0.10119,0.03070,0.05426,0.00099,0.11508,0.04103,0.29951,0.01258,1.00000,0.00000
proposed_action_critical_interactive_depth,transparent_specular_shift,shelf_insertion_clearance,7,0.04387,0.00100,0.05863,0.00119,0.67731,0.00994,0.04891,0.00245,0.02688,0.00029,0.89286,0.01650,0.00992,0.00502,0.09722,0.01572,0.06148,0.00147,0.09127,0.01556,0.30267,0.00471,1.00000,0.00000
proposed_action_critical_interactive_depth,transparent_specular_shift,transparent_container_lift,7,0.05638,0.00075,0.06706,0.00082,0.71483,0.00828,0.05237,0.00439,0.02752,0.00023,0.87897,0.02893,0.01190,0.00710,0.10913,0.02996,0.05621,0.00087,0.10119,0.01851,0.36948,0.01110,1.00000,0.00000
raw_depth_policy,combined_interactive_stress,leaf_occluded_fruit_grasp,7,0.15549,0.00538,0.16027,0.00163,0.32618,0.02485,0.11869,0.00798,0.00000,0.00000,0.00000,0.00000,0.55754,0.04985,0.44246,0.04985,0.00000,0.00000,0.00000,0.00000,0.93686,0.00986,0.00000,0.00000
raw_depth_policy,combined_interactive_stress,occluded_bin_grasping,7,0.14252,0.00259,0.14727,0.00121,0.40481,0.01493,0.12184,0.00691,0.00000,0.00000,0.00397,0.00502,0.45437,0.03345,0.54167,0.03199,0.00000,0.00000,0.00000,0.00000,0.90336,0.00366,0.00000,0.00000
raw_depth_policy,combined_interactive_stress,shelf_insertion_clearance,7,0.12445,0.00240,0.13706,0.00248,0.39153,0.01106,0.12479,0.00367,0.00000,0.00000,0.00198,0.00389,0.45635,0.03634,0.54167,0.03360,0.00000,0.00000,0.00000,0.00000,0.84211,0.01112,0.00000,0.00000
raw_depth_policy,combined_interactive_stress,transparent_container_lift,7,0.16264,0.00309,0.16617,0.00231,0.32718,0.01903,0.11735,0.00750,0.00000,0.00000,0.00000,0.00000,0.50397,0.03292,0.49603,0.03292,0.00000,0.00000,0.00000,0.00000,0.95260,0.00789,0.00000,0.00000
raw_depth_policy,missing_depth_shift,leaf_occluded_fruit_grasp,7,0.13128,0.00353,0.14025,0.00142,0.47767,0.01542,0.12059,0.00344,0.00000,0.00000,0.01587,0.01250,0.45040,0.04557,0.53373,0.04066,0.00000,0.00000,0.00000,0.00000,0.85760,0.01258,0.00000,0.00000
raw_depth_policy,missing_depth_shift,occluded_bin_grasping,7,0.11395,0.00188,0.12640,0.00180,0.54973,0.01101,0.12429,0.00302,0.00000,0.00000,0.30952,0.03012,0.25595,0.04479,0.43452,0.04434,0.00000,0.00000,0.00000,0.00000,0.74991,0.01061,0.00000,0.00000
raw_depth_policy,missing_depth_shift,shelf_insertion_clearance,7,0.09735,0.00167,0.11627,0.00144,0.51186,0.01336,0.12491,0.00462,0.00000,0.00000,0.21032,0.01824,0.29365,0.02750,0.49603,0.02831,0.00000,0.00000,0.00000,0.00000,0.68522,0.00926,0.00000,0.00000
raw_depth_policy,missing_depth_shift,transparent_container_lift,7,0.13913,0.00365,0.14672,0.00141,0.46122,0.01646,0.12903,0.00546,0.00000,0.00000,0.02183,0.01556,0.38294,0.05504,0.59524,0.05261,0.00000,0.00000,0.00000,0.00000,0.88925,0.00976,0.00000,0.00000
raw_depth_policy,nominal_depth,leaf_occluded_fruit_grasp,7,0.10596,0.00311,0.11982,0.00195,0.56647,0.00942,0.12329,0.00516,0.00000,0.00000,0.13095,0.02130,0.29960,0.02211,0.56944,0.02058,0.00000,0.00000,0.00000,0.00000,0.73032,0.01712,0.00000,0.00000
raw_depth_policy,nominal_depth,occluded_bin_grasping,7,0.08700,0.00212,0.10815,0.00252,0.66000,0.00552,0.11994,0.00494,0.00000,0.00000,0.82738,0.04821,0.06746,0.02094,0.10516,0.03507,0.00000,0.00000,0.00000,0.00000,0.53101,0.01688,0.00000,0.00000
raw_depth_policy,nominal_depth,shelf_insertion_clearance,7,0.06979,0.00255,0.09992,0.00280,0.64649,0.01516,0.12113,0.00784,0.00000,0.00000,0.74802,0.02550,0.07738,0.01768,0.17460,0.03507,0.00000,0.00000,0.00000,0.00000,0.44672,0.01910,0.00000,0.00000
raw_depth_policy,nominal_depth,transparent_container_lift,7,0.11390,0.00451,0.12860,0.00203,0.56074,0.00966,0.12782,0.00714,0.00000,0.00000,0.21627,0.04440,0.27183,0.05662,0.51191,0.04618,0.00000,0.00000,0.00000,0.00000,0.75725,0.02183,0.00000,0.00000
raw_depth_policy,occlusion_shift,leaf_occluded_fruit_grasp,7,0.12225,0.00220,0.12762,0.00224,0.47386,0.00765,0.11922,0.00857,0.00000,0.00000,0.00595,0.00550,0.42262,0.02713,0.57143,0.02408,0.00000,0.00000,0.00000,0.00000,0.83313,0.00657,0.00000,0.00000
raw_depth_policy,occlusion_shift,occluded_bin_grasping,7,0.10804,0.00279,0.11659,0.00184,0.54856,0.01379,0.12585,0.00384,0.00000,0.00000,0.25198,0.03634,0.26190,0.05090,0.48611,0.04325,0.00000,0.00000,0.00000,0.00000,0.73201,0.01253,0.00000,0.00000
raw_depth_policy,occlusion_shift,shelf_insertion_clearance,7,0.09427,0.00209,0.11059,0.00200,0.50527,0.00911,0.12160,0.00417,0.00000,0.00000,0.16667,0.03757,0.35516,0.05568,0.47817,0.03606,0.00000,0.00000,0.00000,0.00000,0.67213,0.01307,0.00000,0.00000
raw_depth_policy,occlusion_shift,transparent_container_lift,7,0.13824,0.00299,0.14746,0.00221,0.47171,0.01421,0.12701,0.00582,0.00000,0.00000,0.00992,0.00778,0.43254,0.04301,0.55754,0.04004,0.00000,0.00000,0.00000,0.00000,0.88484,0.01034,0.00000,0.00000
raw_depth_policy,transparent_specular_shift,leaf_occluded_fruit_grasp,7,0.14214,0.00363,0.15103,0.00209,0.45012,0.00876,0.13048,0.00512,0.00000,0.00000,0.00198,0.00389,0.45437,0.03449,0.54365,0.03730,0.00000,0.00000,0.00000,0.00000,0.89443,0.01348,0.00000,0.00000
raw_depth_policy,transparent_specular_shift,occluded_bin_grasping,7,0.12476,0.00463,0.13657,0.00373,0.53104,0.00892,0.12744,0.00816,0.00000,0.00000,0.15278,0.03199,0.28968,0.03730,0.55754,0.02256,0.00000,0.00000,0.00000,0.00000,0.80793,0.01761,0.00000,0.00000
raw_depth_policy,transparent_specular_shift,shelf_insertion_clearance,7,0.10640,0.00369,0.12359,0.00220,0.48165,0.01330,0.12270,0.00577,0.00000,0.00000,0.08532,0.02936,0.33532,0.02333,0.57937,0.02768,0.00000,0.00000,0.00000,0.00000,0.74920,0.01976,0.00000,0.00000
raw_depth_policy,transparent_specular_shift,transparent_container_lift,7,0.13830,0.00113,0.14374,0.00275,0.46815,0.01241,0.12972,0.00856,0.00000,0.00000,0.01587,0.00710,0.37500,0.04899,0.60913,0.05090,0.00000,0.00000,0.00000,0.00000,0.89037,0.00818,0.00000,0.00000
uncertainty_guided_probe,combined_interactive_stress,leaf_occluded_fruit_grasp,7,0.05530,0.00168,0.06344,0.00090,0.60770,0.01473,0.05011,0.00321,0.03421,0.00005,0.15675,0.04188,0.18849,0.02290,0.65476,0.03111,0.13822,0.00144,0.32143,0.05983,0.53048,0.02034,1.00000,0.00000
uncertainty_guided_probe,combined_interactive_stress,occluded_bin_grasping,7,0.05216,0.00136,0.05931,0.00104,0.68475,0.00654,0.05074,0.00294,0.03172,0.00012,0.75000,0.02657,0.06151,0.02130,0.18849,0.03979,0.12320,0.00121,0.17262,0.02046,0.38973,0.00632,1.00000,0.00000
uncertainty_guided_probe,combined_interactive_stress,shelf_insertion_clearance,7,0.04973,0.00115,0.05695,0.00057,0.61478,0.01200,0.05454,0.00334,0.02811,0.00008,0.64881,0.04272,0.08929,0.02439,0.26190,0.04260,0.12803,0.00126,0.14683,0.02510,0.39884,0.01532,1.00000,0.00000
uncertainty_guided_probe,combined_interactive_stress,transparent_container_lift,7,0.06100,0.00171,0.06940,0.00066,0.59640,0.00974,0.04717,0.00254,0.02446,0.00003,0.21627,0.02580,0.19048,0.04742,0.59325,0.04230,0.12628,0.00240,0.18651,0.02713,0.52707,0.01238,1.00000,0.00000
uncertainty_guided_probe,missing_depth_shift,leaf_occluded_fruit_grasp,7,0.05051,0.00084,0.05990,0.00069,0.72505,0.01320,0.05041,0.00194,0.04244,0.00008,0.72222,0.05179,0.05159,0.01944,0.22619,0.04667,0.11719,0.00203,0.23810,0.04004,0.38841,0.01550,1.00000,0.00000
uncertainty_guided_probe,missing_depth_shift,occluded_bin_grasping,7,0.04613,0.00112,0.05565,0.00077,0.77539,0.00483,0.05101,0.00221,0.03927,0.00008,0.92857,0.01506,0.00794,0.00810,0.06349,0.01556,0.10275,0.00119,0.07143,0.01506,0.28829,0.01009,1.00000,0.00000
uncertainty_guided_probe,missing_depth_shift,shelf_insertion_clearance,7,0.04287,0.00130,0.05293,0.00062,0.70263,0.01415,0.04946,0.00306,0.03542,0.00006,0.91071,0.03750,0.00992,0.01145,0.07936,0.03012,0.11499,0.00195,0.08730,0.03972,0.29401,0.01499,1.00000,0.00000
uncertainty_guided_probe,missing_depth_shift,transparent_container_lift,7,0.05714,0.00127,0.06653,0.00109,0.71181,0.00876,0.05028,0.00387,0.03346,0.00004,0.83929,0.03606,0.02976,0.00710,0.13095,0.03021,0.10630,0.00126,0.13095,0.02647,0.39127,0.01878,1.00000,0.00000
uncertainty_guided_probe,nominal_depth,leaf_occluded_fruit_grasp,7,0.04205,0.00122,0.04967,0.00069,0.78629,0.01436,0.04902,0.00251,0.04174,0.00029,0.76190,0.04656,0.04564,0.00778,0.19246,0.04176,0.11114,0.00293,0.23810,0.04656,0.31910,0.01536,1.00000,0.00000
uncertainty_guided_probe,nominal_depth,occluded_bin_grasping,7,0.03659,0.00066,0.04603,0.00068,0.83004,0.00594,0.05109,0.00351,0.03723,0.00031,0.93452,0.02033,0.00198,0.00389,0.06349,0.02130,0.09413,0.00154,0.06944,0.01970,0.21796,0.00596,1.00000,0.00000
uncertainty_guided_probe,nominal_depth,shelf_insertion_clearance,7,0.03144,0.00060,0.04318,0.00076,0.79536,0.00863,0.04911,0.00275,0.03167,0.00013,0.94841,0.02118,0.00595,0.00550,0.04564,0.02279,0.10164,0.00178,0.05357,0.02094,0.19181,0.01032,1.00000,0.00000
uncertainty_guided_probe,nominal_depth,transparent_container_lift,7,0.04678,0.00141,0.05606,0.00062,0.77737,0.00938,0.05293,0.00374,0.03456,0.00012,0.89087,0.02618,0.00595,0.00550,0.10317,0.02439,0.10200,0.00189,0.10913,0.02618,0.30485,0.01462,1.00000,0.00000
uncertainty_guided_probe,occlusion_shift,leaf_occluded_fruit_grasp,7,0.04613,0.00094,0.05237,0.00080,0.74551,0.01002,0.04745,0.00109,0.04080,0.00015,0.73611,0.05179,0.05357,0.02480,0.21032,0.04176,0.12134,0.00147,0.24008,0.04995,0.35708,0.02134,1.00000,0.00000
uncertainty_guided_probe,occlusion_shift,occluded_bin_grasping,7,0.04212,0.00086,0.04842,0.00066,0.78680,0.01172,0.04949,0.00211,0.03747,0.00018,0.91071,0.02777,0.01190,0.00710,0.07738,0.02901,0.10702,0.00209,0.08730,0.02893,0.26838,0.00973,1.00000,0.00000
uncertainty_guided_probe,occlusion_shift,shelf_insertion_clearance,7,0.03799,0.00076,0.04526,0.00029,0.72716,0.01050,0.05065,0.00420,0.03267,0.00011,0.88690,0.03277,0.01984,0.01665,0.09325,0.01851,0.11973,0.00098,0.11310,0.03277,0.26860,0.01370,1.00000,0.00000
uncertainty_guided_probe,occlusion_shift,transparent_container_lift,7,0.05182,0.00094,0.05947,0.00081,0.74099,0.00920,0.05038,0.00206,0.03248,0.00009,0.79960,0.02713,0.03373,0.02046,0.16667,0.04029,0.10861,0.00203,0.16667,0.02301,0.36642,0.01372,1.00000,0.00000
uncertainty_guided_probe,transparent_specular_shift,leaf_occluded_fruit_grasp,7,0.05127,0.00134,0.05930,0.00056,0.72021,0.00521,0.05016,0.00336,0.03739,0.00008,0.66270,0.03599,0.07937,0.02033,0.25794,0.03135,0.11951,0.00146,0.25992,0.01851,0.40513,0.01310,1.00000,0.00000
uncertainty_guided_probe,transparent_specular_shift,occluded_bin_grasping,7,0.04791,0.00162,0.05604,0.00075,0.77684,0.00824,0.04884,0.00175,0.03464,0.00017,0.88690,0.01725,0.01786,0.00979,0.09524,0.01506,0.10561,0.00223,0.11310,0.01725,0.31262,0.01139,1.00000,0.00000
uncertainty_guided_probe,transparent_specular_shift,shelf_insertion_clearance,7,0.04431,0.00062,0.05317,0.00080,0.70126,0.00801,0.05186,0.00208,0.03039,0.00024,0.87698,0.02480,0.02579,0.01250,0.09722,0.01572,0.11624,0.00175,0.11310,0.02996,0.31195,0.00816,1.00000,0.00000
uncertainty_guided_probe,transparent_specular_shift,transparent_container_lift,7,0.05532,0.00080,0.06338,0.00047,0.71328,0.00743,0.05091,0.00233,0.02853,0.00005,0.84524,0.02333,0.02183,0.01167,0.13294,0.02290,0.11045,0.00134,0.12302,0.01384,0.37881,0.00483,1.00000,0.00000
visuotactile_probe,combined_interactive_stress,leaf_occluded_fruit_grasp,7,0.06155,0.00124,0.07151,0.00066,0.56036,0.01327,0.04630,0.00276,0.03499,0.00014,0.14683,0.02840,0.22222,0.03895,0.63095,0.04400,0.08653,0.00155,0.19643,0.04048,0.54361,0.01277,1.00000,0.00000
visuotactile_probe,combined_interactive_stress,occluded_bin_grasping,7,0.05927,0.00065,0.06818,0.00042,0.62679,0.01090,0.04636,0.00226,0.03237,0.00009,0.69246,0.02177,0.07143,0.02094,0.23611,0.02786,0.07750,0.00176,0.13294,0.01768,0.43759,0.00452,1.00000,0.00000
visuotactile_probe,combined_interactive_stress,shelf_insertion_clearance,7,0.05525,0.00104,0.06493,0.00111,0.59248,0.01474,0.04654,0.00378,0.02807,0.00016,0.65675,0.02429,0.08929,0.03021,0.25397,0.03398,0.08210,0.00087,0.09127,0.02647,0.41737,0.00659,1.00000,0.00000
visuotactile_probe,combined_interactive_stress,transparent_container_lift,7,0.06959,0.00172,0.07811,0.00146,0.57216,0.00760,0.04626,0.00274,0.02434,0.00007,0.15476,0.02008,0.23611,0.04029,0.60913,0.03536,0.08108,0.00163,0.10714,0.03599,0.56511,0.01175,1.00000,0.00000
visuotactile_probe,missing_depth_shift,leaf_occluded_fruit_grasp,7,0.05552,0.00103,0.06757,0.00094,0.69335,0.01182,0.04725,0.00334,0.04335,0.00022,0.79365,0.03330,0.04762,0.02647,0.15873,0.03135,0.07530,0.00227,0.14484,0.02510,0.39047,0.01024,1.00000,0.00000
visuotactile_probe,missing_depth_shift,occluded_bin_grasping,7,0.05058,0.00105,0.06364,0.00070,0.74915,0.00890,0.04559,0.00393,0.03978,0.00017,0.92063,0.02500,0.00794,0.00550,0.07143,0.02408,0.06514,0.00127,0.07937,0.02500,0.31867,0.00989,1.00000,0.00000
visuotactile_probe,missing_depth_shift,shelf_insertion_clearance,7,0.04753,0.00108,0.05961,0.00083,0.67790,0.01564,0.04656,0.00306,0.03570,0.00022,0.93056,0.01970,0.01984,0.01004,0.04960,0.01438,0.07317,0.00150,0.06746,0.01918,0.31446,0.01092,1.00000,0.00000
visuotactile_probe,missing_depth_shift,transparent_container_lift,7,0.06162,0.00184,0.07363,0.00086,0.68254,0.00989,0.04772,0.00165,0.03372,0.00008,0.89286,0.02200,0.01190,0.00710,0.09524,0.02333,0.06715,0.00123,0.08135,0.02008,0.40278,0.00835,1.00000,0.00000
visuotactile_probe,nominal_depth,leaf_occluded_fruit_grasp,7,0.04497,0.00149,0.05668,0.00068,0.76561,0.00595,0.04605,0.00355,0.04212,0.00011,0.83929,0.03979,0.01587,0.00926,0.14484,0.03797,0.06962,0.00144,0.16071,0.03979,0.31071,0.01871,1.00000,0.00000
visuotactile_probe,nominal_depth,occluded_bin_grasping,7,0.03817,0.00102,0.05175,0.00088,0.81467,0.00920,0.04673,0.00249,0.03748,0.00025,0.95635,0.02256,0.00794,0.00550,0.03571,0.02046,0.05991,0.00138,0.05556,0.02058,0.22048,0.01117,1.00000,0.00000
visuotactile_probe,nominal_depth,shelf_insertion_clearance,7,0.03384,0.00066,0.04957,0.00066,0.77392,0.01126,0.04728,0.00267,0.03214,0.00036,0.93651,0.02962,0.00397,0.00778,0.05952,0.02638,0.06405,0.00133,0.06746,0.02875,0.21105,0.00691,1.00000,0.00000
visuotactile_probe,nominal_depth,transparent_container_lift,7,0.05127,0.00245,0.06229,0.00149,0.75676,0.01337,0.04738,0.00370,0.03440,0.00016,0.90278,0.01879,0.00992,0.00778,0.08730,0.01754,0.06472,0.00152,0.09722,0.01879,0.32697,0.01762,1.00000,0.00000
visuotactile_probe,occlusion_shift,leaf_occluded_fruit_grasp,7,0.05059,0.00167,0.05956,0.00125,0.70802,0.01302,0.04573,0.00222,0.04170,0.00019,0.79762,0.02439,0.04564,0.02355,0.15675,0.02033,0.07640,0.00155,0.16667,0.01680,0.36291,0.01255,1.00000,0.00000
visuotactile_probe,occlusion_shift,occluded_bin_grasping,7,0.04711,0.00098,0.05575,0.00070,0.75725,0.00505,0.04551,0.00254,0.03776,0.00022,0.94246,0.02177,0.00794,0.00810,0.04960,0.02290,0.06865,0.00151,0.05754,0.02177,0.28940,0.00806,1.00000,0.00000
visuotactile_probe,occlusion_shift,shelf_insertion_clearance,7,0.04252,0.00161,0.05181,0.00102,0.68985,0.00876,0.04463,0.00222,0.03330,0.00021,0.93452,0.02033,0.01587,0.01384,0.04960,0.01438,0.07430,0.00122,0.05754,0.01506,0.28017,0.01435,1.00000,0.00000
visuotactile_probe,occlusion_shift,transparent_container_lift,7,0.05706,0.00209,0.06646,0.00111,0.70932,0.01231,0.04585,0.00238,0.03297,0.00019,0.87698,0.03223,0.02778,0.01572,0.09524,0.02008,0.06905,0.00115,0.08135,0.02685,0.37124,0.01266,1.00000,0.00000
