method,split,task,seed,episodes,action_critical_rmse,occluded_region_rmse,collision_boundary_f1,calibration_error,probe_informativeness,task_success,collision_rate,manipulation_failure_rate,probe_cost,probe_damage,planning_regret_to_oracle,probe_rate
gaussian_splat_uncertainty,nominal_depth,shelf_insertion_clearance,1,72,0.040346,0.054413,0.772614,0.054167,0.000000,0.986111,0.000000,0.013889,0.000000,0.000000,0.220384,0.000000
gaussian_splat_uncertainty,nominal_depth,shelf_insertion_clearance,2,72,0.045705,0.059422,0.747766,0.051984,0.000000,0.986111,0.000000,0.013889,0.000000,0.000000,0.257430,0.000000
gaussian_splat_uncertainty,nominal_depth,shelf_insertion_clearance,3,72,0.043323,0.059272,0.777539,0.052183,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.234666,0.000000
gaussian_splat_uncertainty,nominal_depth,shelf_insertion_clearance,4,72,0.042541,0.058237,0.763079,0.057341,0.000000,0.986111,0.000000,0.013889,0.000000,0.000000,0.235406,0.000000
gaussian_splat_uncertainty,nominal_depth,shelf_insertion_clearance,5,72,0.041960,0.061844,0.742287,0.054266,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.235222,0.000000
gaussian_splat_uncertainty,nominal_depth,shelf_insertion_clearance,6,72,0.043799,0.057543,0.786066,0.059821,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.235380,0.000000
gaussian_splat_uncertainty,nominal_depth,transparent_container_lift,0,72,0.062378,0.072912,0.756393,0.050992,0.000000,0.986111,0.000000,0.013889,0.000000,0.000000,0.352065,0.000000
gaussian_splat_uncertainty,nominal_depth,transparent_container_lift,1,72,0.064045,0.075689,0.720293,0.049504,0.000000,0.944444,0.013889,0.041667,0.000000,0.000000,0.374977,0.000000
gaussian_splat_uncertainty,nominal_depth,transparent_container_lift,2,72,0.065666,0.074718,0.724384,0.055357,0.000000,0.986111,0.013889,0.000000,0.000000,0.000000,0.377982,0.000000
gaussian_splat_uncertainty,nominal_depth,transparent_container_lift,3,72,0.064443,0.070854,0.727776,0.052976,0.000000,0.972222,0.000000,0.027778,0.000000,0.000000,0.372713,0.000000
gaussian_splat_uncertainty,nominal_depth,transparent_container_lift,4,72,0.066634,0.075869,0.731923,0.051687,0.000000,0.958333,0.000000,0.041667,0.000000,0.000000,0.386150,0.000000
gaussian_splat_uncertainty,nominal_depth,transparent_container_lift,5,72,0.062779,0.071089,0.762322,0.057639,0.000000,0.958333,0.000000,0.041667,0.000000,0.000000,0.356578,0.000000
gaussian_splat_uncertainty,nominal_depth,transparent_container_lift,6,72,0.063665,0.071819,0.763183,0.053968,0.000000,0.986111,0.000000,0.013889,0.000000,0.000000,0.357899,0.000000
gaussian_splat_uncertainty,nominal_depth,leaf_occluded_fruit_grasp,0,72,0.061971,0.068341,0.726294,0.054464,0.000000,0.916667,0.013889,0.069444,0.000000,0.000000,0.365121,0.000000
gaussian_splat_uncertainty,nominal_depth,leaf_occluded_fruit_grasp,1,72,0.062604,0.068579,0.733841,0.052976,0.000000,0.944444,0.027778,0.027778,0.000000,0.000000,0.362534,0.000000
gaussian_splat_uncertainty,nominal_depth,leaf_occluded_fruit_grasp,2,72,0.064871,0.069022,0.745435,0.055754,0.000000,0.930556,0.013889,0.055556,0.000000,0.000000,0.375539,0.000000
gaussian_splat_uncertainty,nominal_depth,leaf_occluded_fruit_grasp,3,72,0.060762,0.069472,0.740393,0.049008,0.000000,0.916667,0.013889,0.069444,0.000000,0.000000,0.354725,0.000000
gaussian_splat_uncertainty,nominal_depth,leaf_occluded_fruit_grasp,4,72,0.059251,0.063930,0.750095,0.061806,0.000000,0.972222,0.000000,0.027778,0.000000,0.000000,0.337247,0.000000
gaussian_splat_uncertainty,nominal_depth,leaf_occluded_fruit_grasp,5,72,0.060523,0.068363,0.761303,0.049802,0.000000,0.958333,0.013889,0.027778,0.000000,0.000000,0.342903,0.000000
gaussian_splat_uncertainty,nominal_depth,leaf_occluded_fruit_grasp,6,72,0.063767,0.068143,0.742411,0.053075,0.000000,0.958333,0.000000,0.041667,0.000000,0.000000,0.367084,0.000000
gaussian_splat_uncertainty,missing_depth_shift,occluded_bin_grasping,0,72,0.067903,0.074655,0.743710,0.059821,0.000000,0.986111,0.013889,0.000000,0.000000,0.000000,0.386320,0.000000
gaussian_splat_uncertainty,missing_depth_shift,occluded_bin_grasping,1,72,0.069201,0.074340,0.738539,0.050496,0.000000,0.986111,0.000000,0.013889,0.000000,0.000000,0.395921,0.000000
gaussian_splat_uncertainty,missing_depth_shift,occluded_bin_grasping,2,72,0.065397,0.074375,0.748257,0.055456,0.000000,0.958333,0.041667,0.000000,0.000000,0.000000,0.372639,0.000000
gaussian_splat_uncertainty,missing_depth_shift,occluded_bin_grasping,3,72,0.064021,0.072817,0.716389,0.055159,0.000000,0.972222,0.000000,0.027778,0.000000,0.000000,0.372997,0.000000
gaussian_splat_uncertainty,missing_depth_shift,occluded_bin_grasping,4,72,0.064174,0.071237,0.733293,0.058135,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.366221,0.000000
gaussian_splat_uncertainty,missing_depth_shift,occluded_bin_grasping,5,72,0.065114,0.073021,0.728102,0.048512,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.372919,0.000000
gaussian_splat_uncertainty,missing_depth_shift,occluded_bin_grasping,6,72,0.066938,0.075389,0.743575,0.062698,0.000000,0.986111,0.000000,0.013889,0.000000,0.000000,0.381591,0.000000
gaussian_splat_uncertainty,missing_depth_shift,shelf_insertion_clearance,0,72,0.061523,0.069721,0.662144,0.052579,0.000000,0.902778,0.041667,0.055556,0.000000,0.000000,0.378059,0.000000
gaussian_splat_uncertainty,missing_depth_shift,shelf_insertion_clearance,1,72,0.059244,0.069339,0.674370,0.050595,0.000000,0.972222,0.013889,0.013889,0.000000,0.000000,0.354542,0.000000
gaussian_splat_uncertainty,missing_depth_shift,shelf_insertion_clearance,2,72,0.061205,0.070145,0.681716,0.051687,0.000000,0.958333,0.013889,0.027778,0.000000,0.000000,0.365961,0.000000
gaussian_splat_uncertainty,missing_depth_shift,shelf_insertion_clearance,3,72,0.059910,0.070279,0.681050,0.047917,0.000000,0.916667,0.013889,0.069444,0.000000,0.000000,0.364026,0.000000
gaussian_splat_uncertainty,missing_depth_shift,shelf_insertion_clearance,4,72,0.063641,0.073393,0.645486,0.055853,0.000000,0.875000,0.000000,0.125000,0.000000,0.000000,0.400448,0.000000
gaussian_splat_uncertainty,missing_depth_shift,shelf_insertion_clearance,5,72,0.055066,0.067078,0.680076,0.054464,0.000000,0.916667,0.013889,0.069444,0.000000,0.000000,0.336162,0.000000
gaussian_splat_uncertainty,missing_depth_shift,shelf_insertion_clearance,6,72,0.059311,0.069240,0.666478,0.050397,0.000000,0.958333,0.000000,0.041667,0.000000,0.000000,0.359463,0.000000
gaussian_splat_uncertainty,missing_depth_shift,transparent_container_lift,0,72,0.077647,0.084457,0.675561,0.052579,0.000000,0.819444,0.069444,0.111111,0.000000,0.000000,0.477522,0.000000
gaussian_splat_uncertainty,missing_depth_shift,transparent_container_lift,1,72,0.080513,0.085866,0.662441,0.047222,0.000000,0.680556,0.069444,0.250000,0.000000,0.000000,0.515350,0.000000
gaussian_splat_uncertainty,missing_depth_shift,transparent_container_lift,2,72,0.082237,0.084514,0.688255,0.058036,0.000000,0.722222,0.041667,0.236111,0.000000,0.000000,0.514463,0.000000
gaussian_splat_uncertainty,missing_depth_shift,transparent_container_lift,3,72,0.079918,0.084790,0.678504,0.052778,0.000000,0.638889,0.097222,0.263889,0.000000,0.000000,0.511698,0.000000
gaussian_splat_uncertainty,missing_depth_shift,transparent_container_lift,4,72,0.078574,0.083169,0.656201,0.057341,0.000000,0.680556,0.055556,0.263889,0.000000,0.000000,0.506436,0.000000
gaussian_splat_uncertainty,missing_depth_shift,transparent_container_lift,5,72,0.078820,0.083782,0.664812,0.055258,0.000000,0.708333,0.055556,0.236111,0.000000,0.000000,0.502182,0.000000
gaussian_splat_uncertainty,missing_depth_shift,transparent_container_lift,6,72,0.078101,0.084527,0.661582,0.055754,0.000000,0.694444,0.069444,0.236111,0.000000,0.000000,0.499764,0.000000
gaussian_splat_uncertainty,missing_depth_shift,leaf_occluded_fruit_grasp,0,72,0.073652,0.079146,0.683519,0.059325,0.000000,0.527778,0.152778,0.319444,0.000000,0.000000,0.484446,0.000000
gaussian_splat_uncertainty,missing_depth_shift,leaf_occluded_fruit_grasp,1,72,0.075532,0.080676,0.674804,0.052480,0.000000,0.555556,0.111111,0.333333,0.000000,0.000000,0.497243,0.000000
gaussian_splat_uncertainty,missing_depth_shift,leaf_occluded_fruit_grasp,2,72,0.070287,0.077825,0.666630,0.057341,0.000000,0.513889,0.194444,0.291667,0.000000,0.000000,0.469204,0.000000
gaussian_splat_uncertainty,missing_depth_shift,leaf_occluded_fruit_grasp,3,72,0.076243,0.080138,0.700837,0.051786,0.000000,0.541667,0.083333,0.375000,0.000000,0.000000,0.498592,0.000000
gaussian_splat_uncertainty,missing_depth_shift,leaf_occluded_fruit_grasp,4,72,0.071489,0.081819,0.663901,0.047024,0.000000,0.625000,0.083333,0.291667,0.000000,0.000000,0.469048,0.000000
gaussian_splat_uncertainty,missing_depth_shift,leaf_occluded_fruit_grasp,5,72,0.070354,0.077851,0.682581,0.051389,0.000000,0.597222,0.083333,0.319444,0.000000,0.000000,0.461598,0.000000
gaussian_splat_uncertainty,missing_depth_shift,leaf_occluded_fruit_grasp,6,72,0.071701,0.075191,0.675396,0.056845,0.000000,0.625000,0.111111,0.263889,0.000000,0.000000,0.465853,0.000000
gaussian_splat_uncertainty,occlusion_shift,occluded_bin_grasping,0,72,0.060899,0.066244,0.723892,0.049802,0.000000,0.986111,0.000000,0.013889,0.000000,0.000000,0.351284,0.000000
gaussian_splat_uncertainty,occlusion_shift,occluded_bin_grasping,1,72,0.065927,0.066401,0.734569,0.055754,0.000000,0.986111,0.000000,0.013889,0.000000,0.000000,0.377501,0.000000
gaussian_splat_uncertainty,occlusion_shift,occluded_bin_grasping,2,72,0.058685,0.063250,0.763822,0.054266,0.000000,0.972222,0.000000,0.027778,0.000000,0.000000,0.330666,0.000000
gaussian_splat_uncertainty,occlusion_shift,occluded_bin_grasping,3,72,0.059670,0.064737,0.746727,0.060417,0.000000,0.972222,0.013889,0.013889,0.000000,0.000000,0.339652,0.000000
gaussian_splat_uncertainty,occlusion_shift,occluded_bin_grasping,4,72,0.061902,0.066951,0.723982,0.050992,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.355274,0.000000
gaussian_splat_uncertainty,occlusion_shift,occluded_bin_grasping,5,72,0.063321,0.065141,0.753562,0.055754,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.356406,0.000000
gaussian_splat_uncertainty,occlusion_shift,occluded_bin_grasping,6,72,0.064498,0.065892,0.714244,0.057540,0.000000,0.986111,0.000000,0.013889,0.000000,0.000000,0.374476,0.000000
gaussian_splat_uncertainty,occlusion_shift,shelf_insertion_clearance,0,72,0.054598,0.061612,0.684549,0.050794,0.000000,0.916667,0.013889,0.069444,0.000000,0.000000,0.332378,0.000000
gaussian_splat_uncertainty,occlusion_shift,shelf_insertion_clearance,1,72,0.051186,0.061312,0.655851,0.050198,0.000000,0.958333,0.013889,0.027778,0.000000,0.000000,0.314058,0.000000
gaussian_splat_uncertainty,occlusion_shift,shelf_insertion_clearance,2,72,0.053105,0.060134,0.692686,0.056052,0.000000,0.930556,0.013889,0.055556,0.000000,0.000000,0.319956,0.000000
gaussian_splat_uncertainty,occlusion_shift,shelf_insertion_clearance,3,72,0.054692,0.060500,0.680747,0.053075,0.000000,0.930556,0.027778,0.041667,0.000000,0.000000,0.331195,0.000000
gaussian_splat_uncertainty,occlusion_shift,shelf_insertion_clearance,4,72,0.053659,0.062413,0.679846,0.050397,0.000000,0.902778,0.041667,0.055556,0.000000,0.000000,0.328197,0.000000
gaussian_splat_uncertainty,occlusion_shift,shelf_insertion_clearance,5,72,0.055454,0.062352,0.701450,0.048016,0.000000,0.888889,0.013889,0.097222,0.000000,0.000000,0.336896,0.000000
gaussian_splat_uncertainty,occlusion_shift,shelf_insertion_clearance,6,72,0.053892,0.063466,0.668960,0.060913,0.000000,0.930556,0.013889,0.055556,0.000000,0.000000,0.330218,0.000000
gaussian_splat_uncertainty,occlusion_shift,transparent_container_lift,0,72,0.075322,0.079545,0.667388,0.057937,0.000000,0.763889,0.097222,0.138889,0.000000,0.000000,0.471556,0.000000
gaussian_splat_uncertainty,occlusion_shift,transparent_container_lift,1,72,0.075878,0.080609,0.663047,0.052183,0.000000,0.555556,0.097222,0.347222,0.000000,0.000000,0.502906,0.000000
gaussian_splat_uncertainty,occlusion_shift,transparent_container_lift,2,72,0.073389,0.076027,0.676807,0.060417,0.000000,0.708333,0.111111,0.180556,0.000000,0.000000,0.464474,0.000000
gaussian_splat_uncertainty,occlusion_shift,transparent_container_lift,3,72,0.072554,0.077980,0.686864,0.059028,0.000000,0.708333,0.111111,0.180556,0.000000,0.000000,0.457021,0.000000
gaussian_splat_uncertainty,occlusion_shift,transparent_container_lift,4,72,0.071727,0.076723,0.676606,0.058433,0.000000,0.680556,0.013889,0.305556,0.000000,0.000000,0.464326,0.000000
gaussian_splat_uncertainty,occlusion_shift,transparent_container_lift,5,72,0.075386,0.079626,0.688371,0.050694,0.000000,0.777778,0.041667,0.180556,0.000000,0.000000,0.467941,0.000000
gaussian_splat_uncertainty,occlusion_shift,transparent_container_lift,6,72,0.074136,0.078449,0.677954,0.054762,0.000000,0.694444,0.041667,0.263889,0.000000,0.000000,0.474503,0.000000
gaussian_splat_uncertainty,occlusion_shift,leaf_occluded_fruit_grasp,0,72,0.070314,0.069314,0.691776,0.055258,0.000000,0.611111,0.111111,0.277778,0.000000,0.000000,0.455686,0.000000
gaussian_splat_uncertainty,occlusion_shift,leaf_occluded_fruit_grasp,1,72,0.066647,0.070372,0.701146,0.054861,0.000000,0.680556,0.097222,0.222222,0.000000,0.000000,0.423969,0.000000
gaussian_splat_uncertainty,occlusion_shift,leaf_occluded_fruit_grasp,2,72,0.065991,0.070893,0.704086,0.058433,0.000000,0.638889,0.069444,0.291667,0.000000,0.000000,0.426139,0.000000
gaussian_splat_uncertainty,occlusion_shift,leaf_occluded_fruit_grasp,3,72,0.067772,0.069350,0.684549,0.054960,0.000000,0.680556,0.097222,0.222222,0.000000,0.000000,0.434478,0.000000
gaussian_splat_uncertainty,occlusion_shift,leaf_occluded_fruit_grasp,4,72,0.066158,0.070662,0.704422,0.059325,0.000000,0.680556,0.083333,0.236111,0.000000,0.000000,0.421184,0.000000
gaussian_splat_uncertainty,occlusion_shift,leaf_occluded_fruit_grasp,5,72,0.066782,0.071044,0.674539,0.055754,0.000000,0.625000,0.083333,0.291667,0.000000,0.000000,0.439198,0.000000
gaussian_splat_uncertainty,occlusion_shift,leaf_occluded_fruit_grasp,6,72,0.065755,0.073086,0.688056,0.049107,0.000000,0.569444,0.055556,0.375000,0.000000,0.000000,0.438884,0.000000
gaussian_splat_uncertainty,transparent_specular_shift,occluded_bin_grasping,0,72,0.067789,0.074177,0.744533,0.063492,0.000000,0.958333,0.000000,0.041667,0.000000,0.000000,0.389904,0.000000
gaussian_splat_uncertainty,transparent_specular_shift,occluded_bin_grasping,1,72,0.068081,0.076086,0.699045,0.048512,0.000000,0.958333,0.013889,0.027778,0.000000,0.000000,0.401684,0.000000
gaussian_splat_uncertainty,transparent_specular_shift,occluded_bin_grasping,2,72,0.065085,0.076124,0.735695,0.055853,0.000000,0.986111,0.013889,0.000000,0.000000,0.000000,0.371897,0.000000
gaussian_splat_uncertainty,transparent_specular_shift,occluded_bin_grasping,3,72,0.066419,0.073836,0.739982,0.055556,0.000000,0.958333,0.000000,0.041667,0.000000,0.000000,0.383050,0.000000
gaussian_splat_uncertainty,transparent_specular_shift,occluded_bin_grasping,4,72,0.071820,0.076618,0.713974,0.052679,0.000000,0.930556,0.027778,0.041667,0.000000,0.000000,0.422565,0.000000
gaussian_splat_uncertainty,transparent_specular_shift,occluded_bin_grasping,5,72,0.070259,0.076314,0.726414,0.053075,0.000000,0.930556,0.013889,0.055556,0.000000,0.000000,0.411360,0.000000
gaussian_splat_uncertainty,transparent_specular_shift,occluded_bin_grasping,6,72,0.067523,0.074533,0.735538,0.055655,0.000000,0.986111,0.000000,0.013889,0.000000,0.000000,0.386908,0.000000
gaussian_splat_uncertainty,transparent_specular_shift,shelf_insertion_clearance,0,72,0.058156,0.069788,0.667086,0.055159,0.000000,0.861111,0.027778,0.111111,0.000000,0.000000,0.363591,0.000000
gaussian_splat_uncertainty,transparent_specular_shift,shelf_insertion_clearance,1,72,0.060738,0.068352,0.658147,0.055853,0.000000,0.930556,0.013889,0.055556,0.000000,0.000000,0.371092,0.000000
gaussian_splat_uncertainty,transparent_specular_shift,shelf_insertion_clearance,2,72,0.057978,0.069802,0.672310,0.050397,0.000000,0.930556,0.013889,0.055556,0.000000,0.000000,0.353110,0.000000
gaussian_splat_uncertainty,transparent_specular_shift,shelf_insertion_clearance,3,72,0.059713,0.069863,0.641471,0.058036,0.000000,0.847222,0.041667,0.111111,0.000000,0.000000,0.379746,0.000000
gaussian_splat_uncertainty,transparent_specular_shift,shelf_insertion_clearance,4,72,0.060832,0.069968,0.659965,0.056944,0.000000,0.888889,0.027778,0.083333,0.000000,0.000000,0.377211,0.000000
gaussian_splat_uncertainty,transparent_specular_shift,shelf_insertion_clearance,5,72,0.058793,0.070697,0.660811,0.057143,0.000000,0.875000,0.041667,0.083333,0.000000,0.000000,0.366157,0.000000
gaussian_splat_uncertainty,transparent_specular_shift,shelf_insertion_clearance,6,72,0.060683,0.069978,0.656936,0.058234,0.000000,0.847222,0.027778,0.125000,0.000000,0.000000,0.382493,0.000000
gaussian_splat_uncertainty,transparent_specular_shift,transparent_container_lift,0,72,0.075457,0.082268,0.669564,0.050992,0.000000,0.638889,0.083333,0.277778,0.000000,0.000000,0.488902,0.000000
gaussian_splat_uncertainty,transparent_specular_shift,transparent_container_lift,1,72,0.081832,0.085183,0.672917,0.046329,0.000000,0.625000,0.055556,0.319444,0.000000,0.000000,0.528542,0.000000
gaussian_splat_uncertainty,transparent_specular_shift,transparent_container_lift,2,72,0.079104,0.081423,0.682419,0.053075,0.000000,0.708333,0.083333,0.208333,0.000000,0.000000,0.497938,0.000000
gaussian_splat_uncertainty,transparent_specular_shift,transparent_container_lift,3,72,0.074275,0.077708,0.686725,0.057837,0.000000,0.694444,0.027778,0.277778,0.000000,0.000000,0.474035,0.000000
gaussian_splat_uncertainty,transparent_specular_shift,transparent_container_lift,4,72,0.080071,0.084759,0.680532,0.055754,0.000000,0.652778,0.083333,0.263889,0.000000,0.000000,0.511221,0.000000
gaussian_splat_uncertainty,transparent_specular_shift,transparent_container_lift,5,72,0.078416,0.080994,0.692004,0.053472,0.000000,0.750000,0.069444,0.180556,0.000000,0.000000,0.485663,0.000000
gaussian_splat_uncertainty,transparent_specular_shift,transparent_container_lift,6,72,0.073836,0.081982,0.687655,0.051984,0.000000,0.791667,0.041667,0.166667,0.000000,0.000000,0.457796,0.000000
gaussian_splat_uncertainty,transparent_specular_shift,leaf_occluded_fruit_grasp,0,72,0.073070,0.079977,0.658414,0.052877,0.000000,0.500000,0.125000,0.375000,0.000000,0.000000,0.493286,0.000000
gaussian_splat_uncertainty,transparent_specular_shift,leaf_occluded_fruit_grasp,1,72,0.076325,0.079534,0.667927,0.052282,0.000000,0.430556,0.138889,0.430556,0.000000,0.000000,0.517244,0.000000
gaussian_splat_uncertainty,transparent_specular_shift,leaf_occluded_fruit_grasp,2,72,0.077682,0.081356,0.649375,0.060119,0.000000,0.347222,0.138889,0.513889,0.000000,0.000000,0.540674,0.000000
gaussian_splat_uncertainty,transparent_specular_shift,leaf_occluded_fruit_grasp,3,72,0.080413,0.083724,0.681726,0.049107,0.000000,0.291667,0.152778,0.555556,0.000000,0.000000,0.555698,0.000000
gaussian_splat_uncertainty,transparent_specular_shift,leaf_occluded_fruit_grasp,4,72,0.078832,0.079834,0.688567,0.053671,0.000000,0.388889,0.111111,0.500000,0.000000,0.000000,0.534746,0.000000
gaussian_splat_uncertainty,transparent_specular_shift,leaf_occluded_fruit_grasp,5,72,0.081169,0.083224,0.689514,0.051190,0.000000,0.375000,0.111111,0.513889,0.000000,0.000000,0.549882,0.000000
gaussian_splat_uncertainty,transparent_specular_shift,leaf_occluded_fruit_grasp,6,72,0.074629,0.078157,0.691196,0.053571,0.000000,0.486111,0.069444,0.444444,0.000000,0.000000,0.499601,0.000000
gaussian_splat_uncertainty,combined_interactive_stress,occluded_bin_grasping,0,72,0.076974,0.081048,0.651546,0.057044,0.000000,0.361111,0.208333,0.430556,0.000000,0.000000,0.530631,0.000000
gaussian_splat_uncertainty,combined_interactive_stress,occluded_bin_grasping,1,72,0.079871,0.081466,0.614734,0.050298,0.000000,0.430556,0.152778,0.416667,0.000000,0.000000,0.546699,0.000000
gaussian_splat_uncertainty,combined_interactive_stress,occluded_bin_grasping,2,72,0.077012,0.078318,0.594728,0.056548,0.000000,0.402778,0.138889,0.458333,0.000000,0.000000,0.543243,0.000000
gaussian_splat_uncertainty,combined_interactive_stress,occluded_bin_grasping,3,72,0.073599,0.078088,0.607640,0.051190,0.000000,0.486111,0.180556,0.333333,0.000000,0.000000,0.507011,0.000000
gaussian_splat_uncertainty,combined_interactive_stress,occluded_bin_grasping,4,72,0.075446,0.080345,0.645597,0.047817,0.000000,0.541667,0.097222,0.361111,0.000000,0.000000,0.506391,0.000000
gaussian_splat_uncertainty,combined_interactive_stress,occluded_bin_grasping,5,72,0.078424,0.079628,0.612878,0.055853,0.000000,0.416667,0.236111,0.347222,0.000000,0.000000,0.539435,0.000000
gaussian_splat_uncertainty,combined_interactive_stress,occluded_bin_grasping,6,72,0.073925,0.077715,0.632661,0.056845,0.000000,0.402778,0.180556,0.416667,0.000000,0.000000,0.513730,0.000000
gaussian_splat_uncertainty,combined_interactive_stress,shelf_insertion_clearance,0,72,0.072131,0.074504,0.550183,0.054663,0.000000,0.333333,0.194444,0.472222,0.000000,0.000000,0.531314,0.000000
gaussian_splat_uncertainty,combined_interactive_stress,shelf_insertion_clearance,1,72,0.063709,0.072387,0.597417,0.053373,0.000000,0.486111,0.138889,0.375000,0.000000,0.000000,0.454606,0.000000
gaussian_splat_uncertainty,combined_interactive_stress,shelf_insertion_clearance,2,72,0.070242,0.073055,0.586213,0.058929,0.000000,0.250000,0.319444,0.430556,0.000000,0.000000,0.515049,0.000000
gaussian_splat_uncertainty,combined_interactive_stress,shelf_insertion_clearance,3,72,0.067352,0.075865,0.571049,0.054365,0.000000,0.305556,0.194444,0.500000,0.000000,0.000000,0.502201,0.000000
gaussian_splat_uncertainty,combined_interactive_stress,shelf_insertion_clearance,4,72,0.071875,0.074965,0.560141,0.049702,0.000000,0.361111,0.152778,0.486111,0.000000,0.000000,0.526332,0.000000
gaussian_splat_uncertainty,combined_interactive_stress,shelf_insertion_clearance,5,72,0.068863,0.074918,0.547309,0.050397,0.000000,0.319444,0.208333,0.472222,0.000000,0.000000,0.514026,0.000000
gaussian_splat_uncertainty,combined_interactive_stress,shelf_insertion_clearance,6,72,0.069733,0.074646,0.587311,0.054167,0.000000,0.333333,0.097222,0.569444,0.000000,0.000000,0.514332,0.000000
gaussian_splat_uncertainty,combined_interactive_stress,transparent_container_lift,0,72,0.090841,0.092961,0.543407,0.052381,0.000000,0.013889,0.277778,0.708333,0.000000,0.000000,0.677862,0.000000
gaussian_splat_uncertainty,combined_interactive_stress,transparent_container_lift,1,72,0.089731,0.089700,0.551671,0.052083,0.000000,0.013889,0.333333,0.652778,0.000000,0.000000,0.664931,0.000000
gaussian_splat_uncertainty,combined_interactive_stress,transparent_container_lift,2,72,0.088962,0.090574,0.534435,0.058036,0.000000,0.041667,0.305556,0.652778,0.000000,0.000000,0.663968,0.000000
gaussian_splat_uncertainty,combined_interactive_stress,transparent_container_lift,3,72,0.089583,0.090366,0.580792,0.052282,0.000000,0.027778,0.263889,0.708333,0.000000,0.000000,0.659244,0.000000
gaussian_splat_uncertainty,combined_interactive_stress,transparent_container_lift,4,72,0.089712,0.090689,0.567852,0.051488,0.000000,0.027778,0.263889,0.708333,0.000000,0.000000,0.663520,0.000000
gaussian_splat_uncertainty,combined_interactive_stress,transparent_container_lift,5,72,0.088424,0.086261,0.572111,0.060317,0.000000,0.041667,0.291667,0.666667,0.000000,0.000000,0.652634,0.000000
gaussian_splat_uncertainty,combined_interactive_stress,transparent_container_lift,6,72,0.084951,0.090400,0.571981,0.051091,0.000000,0.027778,0.291667,0.680556,0.000000,0.000000,0.633935,0.000000
gaussian_splat_uncertainty,combined_interactive_stress,leaf_occluded_fruit_grasp,0,72,0.084213,0.084185,0.550334,0.055060,0.000000,0.013889,0.277778,0.708333,0.000000,0.000000,0.637066,0.000000
gaussian_splat_uncertainty,combined_interactive_stress,leaf_occluded_fruit_grasp,1,72,0.084366,0.085073,0.589268,0.056746,0.000000,0.013889,0.361111,0.625000,0.000000,0.000000,0.624429,0.000000
gaussian_splat_uncertainty,combined_interactive_stress,leaf_occluded_fruit_grasp,2,72,0.076165,0.084141,0.558549,0.055556,0.000000,0.055556,0.277778,0.666667,0.000000,0.000000,0.583814,0.000000
gaussian_splat_uncertainty,combined_interactive_stress,leaf_occluded_fruit_grasp,3,72,0.087436,0.086866,0.539797,0.055357,0.000000,0.027778,0.263889,0.708333,0.000000,0.000000,0.658134,0.000000
gaussian_splat_uncertainty,combined_interactive_stress,leaf_occluded_fruit_grasp,4,72,0.081161,0.083810,0.559535,0.054167,0.000000,0.027778,0.222222,0.750000,0.000000,0.000000,0.619504,0.000000
gaussian_splat_uncertainty,combined_interactive_stress,leaf_occluded_fruit_grasp,5,72,0.079796,0.083597,0.600043,0.053671,0.000000,0.055556,0.277778,0.666667,0.000000,0.000000,0.594915,0.000000
gaussian_splat_uncertainty,combined_interactive_stress,leaf_occluded_fruit_grasp,6,72,0.087176,0.086668,0.535006,0.055258,0.000000,0.000000,0.319444,0.680556,0.000000,0.000000,0.656446,0.000000
ensemble_depth_completion,nominal_depth,occluded_bin_grasping,0,72,0.040706,0.048727,0.823155,0.055556,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.208538,0.000000
ensemble_depth_completion,nominal_depth,occluded_bin_grasping,1,72,0.043005,0.048534,0.845982,0.046825,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.216395,0.000000
ensemble_depth_completion,nominal_depth,occluded_bin_grasping,2,72,0.042506,0.050602,0.828005,0.049008,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.217814,0.000000
ensemble_depth_completion,nominal_depth,occluded_bin_grasping,3,72,0.039194,0.049937,0.834517,0.043155,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.197043,0.000000
ensemble_depth_completion,nominal_depth,occluded_bin_grasping,4,72,0.039985,0.049155,0.814986,0.050595,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.206319,0.000000
ensemble_depth_completion,nominal_depth,occluded_bin_grasping,5,72,0.040006,0.049990,0.827607,0.049802,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.203409,0.000000
ensemble_depth_completion,nominal_depth,occluded_bin_grasping,6,72,0.042702,0.048617,0.823942,0.049802,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.219928,0.000000
ensemble_depth_completion,nominal_depth,shelf_insertion_clearance,0,72,0.034154,0.045411,0.796196,0.046131,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.177009,0.000000
