method,split,task,seed,episodes,action_critical_rmse,occluded_region_rmse,collision_boundary_f1,calibration_error,probe_informativeness,task_success,collision_rate,manipulation_failure_rate,probe_cost,probe_damage,planning_regret_to_oracle,probe_rate
proposed_action_critical_interactive_depth,nominal_depth,occluded_bin_grasping,6,72,0.036413,0.050479,0.812882,0.051786,0.032526,0.930556,0.000000,0.069444,0.048198,0.069444,0.216196,1.000000
proposed_action_critical_interactive_depth,nominal_depth,shelf_insertion_clearance,0,72,0.029985,0.046414,0.788384,0.059425,0.028855,0.986111,0.000000,0.013889,0.053519,0.013889,0.165983,1.000000
proposed_action_critical_interactive_depth,nominal_depth,shelf_insertion_clearance,1,72,0.028179,0.046822,0.791664,0.051389,0.027347,0.944444,0.027778,0.027778,0.052779,0.055556,0.167551,1.000000
proposed_action_critical_interactive_depth,nominal_depth,shelf_insertion_clearance,2,72,0.028727,0.046405,0.778837,0.054464,0.029109,0.986111,0.000000,0.013889,0.053519,0.013889,0.160978,1.000000
proposed_action_critical_interactive_depth,nominal_depth,shelf_insertion_clearance,3,72,0.031691,0.048913,0.799661,0.043948,0.027749,0.944444,0.000000,0.055556,0.054012,0.055556,0.187815,1.000000
proposed_action_critical_interactive_depth,nominal_depth,shelf_insertion_clearance,4,72,0.030429,0.048244,0.796431,0.055556,0.027706,0.972222,0.000000,0.027778,0.051299,0.027778,0.171223,1.000000
proposed_action_critical_interactive_depth,nominal_depth,shelf_insertion_clearance,5,72,0.028740,0.047321,0.777803,0.048512,0.028011,0.944444,0.000000,0.055556,0.052532,0.055556,0.175767,1.000000
proposed_action_critical_interactive_depth,nominal_depth,shelf_insertion_clearance,6,72,0.030403,0.046749,0.802010,0.048810,0.028974,0.916667,0.013889,0.069444,0.050806,0.083333,0.188282,1.000000
proposed_action_critical_interactive_depth,nominal_depth,transparent_container_lift,0,72,0.048522,0.061174,0.778457,0.056250,0.030049,0.875000,0.013889,0.111111,0.053114,0.125000,0.313887,1.000000
proposed_action_critical_interactive_depth,nominal_depth,transparent_container_lift,1,72,0.048517,0.060886,0.759090,0.053472,0.031308,0.902778,0.013889,0.083333,0.054431,0.097222,0.308943,1.000000
proposed_action_critical_interactive_depth,nominal_depth,transparent_container_lift,2,72,0.044803,0.059519,0.774609,0.052183,0.030540,0.916667,0.000000,0.083333,0.050480,0.083333,0.279177,1.000000
proposed_action_critical_interactive_depth,nominal_depth,transparent_container_lift,3,72,0.045554,0.059879,0.779778,0.051786,0.031131,0.930556,0.000000,0.069444,0.051797,0.069444,0.277586,1.000000
proposed_action_critical_interactive_depth,nominal_depth,transparent_container_lift,4,72,0.048486,0.060529,0.781415,0.054167,0.030557,0.875000,0.013889,0.111111,0.053992,0.125000,0.313077,1.000000
proposed_action_critical_interactive_depth,nominal_depth,transparent_container_lift,5,72,0.049283,0.061184,0.762188,0.049405,0.031547,0.930556,0.027778,0.041667,0.052895,0.069444,0.301905,1.000000
proposed_action_critical_interactive_depth,nominal_depth,transparent_container_lift,6,72,0.046334,0.061114,0.761558,0.049008,0.031307,0.958333,0.013889,0.027778,0.053773,0.041667,0.276164,1.000000
proposed_action_critical_interactive_depth,nominal_depth,leaf_occluded_fruit_grasp,0,72,0.044009,0.057927,0.748051,0.048512,0.036170,0.750000,0.000000,0.250000,0.055687,0.236111,0.336847,1.000000
proposed_action_critical_interactive_depth,nominal_depth,leaf_occluded_fruit_grasp,1,72,0.039899,0.053537,0.770079,0.053571,0.035700,0.847222,0.013889,0.138889,0.056167,0.152778,0.275976,1.000000
proposed_action_critical_interactive_depth,nominal_depth,leaf_occluded_fruit_grasp,2,72,0.040645,0.052982,0.800368,0.051389,0.035312,0.875000,0.055556,0.069444,0.056647,0.138889,0.263920,1.000000
proposed_action_critical_interactive_depth,nominal_depth,leaf_occluded_fruit_grasp,3,72,0.040225,0.054306,0.783227,0.054067,0.035920,0.861111,0.013889,0.125000,0.056407,0.138889,0.269876,1.000000
proposed_action_critical_interactive_depth,nominal_depth,leaf_occluded_fruit_grasp,4,72,0.040985,0.053254,0.787140,0.057440,0.036313,0.888889,0.027778,0.083333,0.058087,0.111111,0.262990,1.000000
proposed_action_critical_interactive_depth,nominal_depth,leaf_occluded_fruit_grasp,5,72,0.040938,0.054627,0.770370,0.050893,0.036079,0.847222,0.027778,0.125000,0.057127,0.152778,0.281213,1.000000
proposed_action_critical_interactive_depth,nominal_depth,leaf_occluded_fruit_grasp,6,72,0.042084,0.056513,0.762174,0.051984,0.034922,0.861111,0.013889,0.125000,0.054487,0.138889,0.285483,1.000000
proposed_action_critical_interactive_depth,missing_depth_shift,occluded_bin_grasping,0,72,0.046827,0.059743,0.777100,0.059325,0.036270,0.875000,0.013889,0.111111,0.052817,0.138889,0.307406,1.000000
proposed_action_critical_interactive_depth,missing_depth_shift,occluded_bin_grasping,1,72,0.051617,0.063007,0.776664,0.045139,0.035726,0.916667,0.027778,0.055556,0.054383,0.083333,0.317004,1.000000
proposed_action_critical_interactive_depth,missing_depth_shift,occluded_bin_grasping,2,72,0.045987,0.059673,0.774384,0.050694,0.035595,0.916667,0.027778,0.055556,0.053488,0.083333,0.284789,1.000000
proposed_action_critical_interactive_depth,missing_depth_shift,occluded_bin_grasping,3,72,0.048137,0.061811,0.765029,0.047520,0.036755,0.944444,0.000000,0.055556,0.051026,0.055556,0.291154,1.000000
proposed_action_critical_interactive_depth,missing_depth_shift,occluded_bin_grasping,4,72,0.044749,0.059527,0.776826,0.058234,0.035876,0.888889,0.013889,0.097222,0.054160,0.111111,0.287659,1.000000
proposed_action_critical_interactive_depth,missing_depth_shift,occluded_bin_grasping,5,72,0.046613,0.061049,0.754918,0.055258,0.035677,0.958333,0.000000,0.041667,0.053712,0.041667,0.280204,1.000000
proposed_action_critical_interactive_depth,missing_depth_shift,occluded_bin_grasping,6,72,0.048280,0.060937,0.750231,0.050694,0.037199,0.847222,0.041667,0.111111,0.053936,0.152778,0.327413,1.000000
proposed_action_critical_interactive_depth,missing_depth_shift,shelf_insertion_clearance,0,72,0.040698,0.059032,0.698531,0.039385,0.031285,0.916667,0.000000,0.083333,0.058582,0.083333,0.274598,1.000000
proposed_action_critical_interactive_depth,missing_depth_shift,shelf_insertion_clearance,1,72,0.042705,0.058598,0.701368,0.052976,0.032348,0.958333,0.000000,0.041667,0.056078,0.041667,0.270676,1.000000
proposed_action_critical_interactive_depth,missing_depth_shift,shelf_insertion_clearance,2,72,0.041753,0.057943,0.668658,0.051190,0.032019,0.888889,0.000000,0.111111,0.059834,0.097222,0.294705,1.000000
proposed_action_critical_interactive_depth,missing_depth_shift,shelf_insertion_clearance,3,72,0.037899,0.055733,0.694588,0.052381,0.032021,0.916667,0.013889,0.069444,0.059834,0.083333,0.258627,1.000000
proposed_action_critical_interactive_depth,missing_depth_shift,shelf_insertion_clearance,4,72,0.040227,0.056875,0.703067,0.059921,0.031491,0.902778,0.041667,0.055556,0.058582,0.097222,0.273140,1.000000
proposed_action_critical_interactive_depth,missing_depth_shift,shelf_insertion_clearance,5,72,0.042394,0.058458,0.725543,0.052579,0.031613,0.888889,0.013889,0.097222,0.060585,0.111111,0.287081,1.000000
proposed_action_critical_interactive_depth,missing_depth_shift,shelf_insertion_clearance,6,72,0.041184,0.056358,0.690732,0.057639,0.031996,0.958333,0.013889,0.027778,0.055327,0.041667,0.263483,1.000000
proposed_action_critical_interactive_depth,missing_depth_shift,transparent_container_lift,0,72,0.057981,0.068972,0.714194,0.060813,0.033104,0.888889,0.013889,0.097222,0.051113,0.097222,0.376016,1.000000
proposed_action_critical_interactive_depth,missing_depth_shift,transparent_container_lift,1,72,0.060412,0.071164,0.708335,0.053075,0.032674,0.916667,0.013889,0.069444,0.056023,0.055556,0.379333,1.000000
proposed_action_critical_interactive_depth,missing_depth_shift,transparent_container_lift,2,72,0.061427,0.069873,0.723241,0.053770,0.032558,0.916667,0.013889,0.069444,0.054238,0.041667,0.378373,1.000000
proposed_action_critical_interactive_depth,missing_depth_shift,transparent_container_lift,3,72,0.056920,0.067926,0.725180,0.053869,0.032278,0.902778,0.013889,0.083333,0.053791,0.083333,0.362685,1.000000
proposed_action_critical_interactive_depth,missing_depth_shift,transparent_container_lift,4,72,0.057706,0.069882,0.710469,0.054861,0.032672,0.888889,0.013889,0.097222,0.055577,0.097222,0.375851,1.000000
proposed_action_critical_interactive_depth,missing_depth_shift,transparent_container_lift,5,72,0.056754,0.071367,0.701896,0.050099,0.032347,0.888889,0.000000,0.111111,0.056023,0.097222,0.373273,1.000000
proposed_action_critical_interactive_depth,missing_depth_shift,transparent_container_lift,6,72,0.056312,0.070542,0.724207,0.056448,0.032528,0.875000,0.013889,0.111111,0.052675,0.111111,0.368984,1.000000
proposed_action_critical_interactive_depth,missing_depth_shift,leaf_occluded_fruit_grasp,0,72,0.050296,0.063808,0.729764,0.049405,0.038788,0.777778,0.097222,0.125000,0.060450,0.194444,0.359662,1.000000
proposed_action_critical_interactive_depth,missing_depth_shift,leaf_occluded_fruit_grasp,1,72,0.052734,0.063969,0.727966,0.049702,0.039639,0.819444,0.013889,0.166667,0.060450,0.180556,0.370759,1.000000
proposed_action_critical_interactive_depth,missing_depth_shift,leaf_occluded_fruit_grasp,2,72,0.052835,0.064103,0.728398,0.053274,0.039765,0.833333,0.055556,0.111111,0.060206,0.125000,0.354687,1.000000
proposed_action_critical_interactive_depth,missing_depth_shift,leaf_occluded_fruit_grasp,3,72,0.048734,0.065122,0.698772,0.059524,0.039410,0.819444,0.000000,0.180556,0.061669,0.166667,0.352493,1.000000
proposed_action_critical_interactive_depth,missing_depth_shift,leaf_occluded_fruit_grasp,4,72,0.051651,0.064900,0.699288,0.056151,0.040424,0.708333,0.041667,0.250000,0.063375,0.263889,0.402823,1.000000
proposed_action_critical_interactive_depth,missing_depth_shift,leaf_occluded_fruit_grasp,5,72,0.050825,0.065864,0.719323,0.052976,0.040549,0.791667,0.027778,0.180556,0.059962,0.194444,0.367538,1.000000
proposed_action_critical_interactive_depth,missing_depth_shift,leaf_occluded_fruit_grasp,6,72,0.048122,0.061831,0.731046,0.052480,0.040092,0.777778,0.013889,0.208333,0.062887,0.194444,0.352039,1.000000
proposed_action_critical_interactive_depth,occlusion_shift,occluded_bin_grasping,0,72,0.042486,0.052730,0.786943,0.052778,0.031817,0.875000,0.013889,0.111111,0.055515,0.125000,0.277128,1.000000
proposed_action_critical_interactive_depth,occlusion_shift,occluded_bin_grasping,1,72,0.044290,0.054634,0.784001,0.047222,0.032309,0.930556,0.013889,0.055556,0.057563,0.069444,0.269102,1.000000
proposed_action_critical_interactive_depth,occlusion_shift,occluded_bin_grasping,2,72,0.040361,0.051297,0.782292,0.059226,0.031651,0.972222,0.000000,0.027778,0.056652,0.027778,0.232861,1.000000
proposed_action_critical_interactive_depth,occlusion_shift,occluded_bin_grasping,3,72,0.044059,0.053708,0.765134,0.051687,0.031125,0.888889,0.027778,0.083333,0.055515,0.111111,0.285797,1.000000
proposed_action_critical_interactive_depth,occlusion_shift,occluded_bin_grasping,4,72,0.041736,0.052750,0.791758,0.054861,0.032190,0.958333,0.013889,0.027778,0.056880,0.041667,0.242621,1.000000
proposed_action_critical_interactive_depth,occlusion_shift,occluded_bin_grasping,5,72,0.041128,0.052706,0.764522,0.054464,0.031014,0.916667,0.000000,0.083333,0.054832,0.083333,0.260802,1.000000
proposed_action_critical_interactive_depth,occlusion_shift,occluded_bin_grasping,6,72,0.041657,0.052820,0.782989,0.052976,0.031891,0.875000,0.041667,0.083333,0.057563,0.125000,0.271848,1.000000
proposed_action_critical_interactive_depth,occlusion_shift,shelf_insertion_clearance,0,72,0.036697,0.051300,0.701146,0.058234,0.027586,0.930556,0.013889,0.055556,0.063772,0.069444,0.245694,1.000000
proposed_action_critical_interactive_depth,occlusion_shift,shelf_insertion_clearance,1,72,0.035101,0.049989,0.703666,0.049901,0.027469,0.944444,0.000000,0.055556,0.060723,0.055556,0.231440,1.000000
proposed_action_critical_interactive_depth,occlusion_shift,shelf_insertion_clearance,2,72,0.035458,0.051106,0.711400,0.046726,0.027291,0.930556,0.000000,0.069444,0.064788,0.069444,0.237001,1.000000
proposed_action_critical_interactive_depth,occlusion_shift,shelf_insertion_clearance,3,72,0.037075,0.050032,0.723363,0.056052,0.028859,0.875000,0.041667,0.083333,0.063009,0.111111,0.257185,1.000000
proposed_action_critical_interactive_depth,occlusion_shift,shelf_insertion_clearance,4,72,0.036550,0.050728,0.704982,0.056250,0.028408,0.930556,0.013889,0.055556,0.059706,0.069444,0.243432,1.000000
proposed_action_critical_interactive_depth,occlusion_shift,shelf_insertion_clearance,5,72,0.035717,0.051944,0.710594,0.042460,0.027845,0.888889,0.000000,0.111111,0.063772,0.111111,0.253157,1.000000
proposed_action_critical_interactive_depth,occlusion_shift,shelf_insertion_clearance,6,72,0.035710,0.051969,0.723169,0.049702,0.027475,0.875000,0.013889,0.111111,0.062247,0.125000,0.253943,1.000000
proposed_action_critical_interactive_depth,occlusion_shift,transparent_container_lift,0,72,0.052942,0.063108,0.715113,0.047718,0.029745,0.833333,0.055556,0.111111,0.055595,0.111111,0.354884,1.000000
proposed_action_critical_interactive_depth,occlusion_shift,transparent_container_lift,1,72,0.053245,0.061059,0.717321,0.049901,0.029638,0.875000,0.000000,0.125000,0.055142,0.083333,0.347865,1.000000
proposed_action_critical_interactive_depth,occlusion_shift,transparent_container_lift,2,72,0.052716,0.063756,0.743906,0.049702,0.029874,0.916667,0.000000,0.083333,0.057184,0.069444,0.330191,1.000000
proposed_action_critical_interactive_depth,occlusion_shift,transparent_container_lift,3,72,0.052197,0.063087,0.739871,0.054861,0.030576,0.930556,0.000000,0.069444,0.053780,0.069444,0.325933,1.000000
proposed_action_critical_interactive_depth,occlusion_shift,transparent_container_lift,4,72,0.054158,0.063007,0.730016,0.053175,0.030812,0.861111,0.000000,0.138889,0.056049,0.111111,0.358138,1.000000
proposed_action_critical_interactive_depth,occlusion_shift,transparent_container_lift,5,72,0.050198,0.062652,0.724130,0.051290,0.029994,0.833333,0.041667,0.125000,0.056957,0.138889,0.343915,1.000000
proposed_action_critical_interactive_depth,occlusion_shift,transparent_container_lift,6,72,0.051500,0.060736,0.737025,0.055456,0.029915,0.833333,0.027778,0.138889,0.058772,0.138889,0.349421,1.000000
proposed_action_critical_interactive_depth,occlusion_shift,leaf_occluded_fruit_grasp,0,72,0.045804,0.058016,0.758593,0.051587,0.035211,0.763889,0.027778,0.208333,0.064590,0.208333,0.336213,1.000000
proposed_action_critical_interactive_depth,occlusion_shift,leaf_occluded_fruit_grasp,1,72,0.043564,0.056593,0.750043,0.051885,0.036041,0.833333,0.027778,0.138889,0.064095,0.125000,0.297851,1.000000
proposed_action_critical_interactive_depth,occlusion_shift,leaf_occluded_fruit_grasp,2,72,0.045450,0.055025,0.754616,0.061706,0.036335,0.875000,0.013889,0.111111,0.062857,0.111111,0.299909,1.000000
proposed_action_critical_interactive_depth,occlusion_shift,leaf_occluded_fruit_grasp,3,72,0.045435,0.057028,0.731998,0.049206,0.036026,0.819444,0.069444,0.111111,0.063600,0.166667,0.321450,1.000000
proposed_action_critical_interactive_depth,occlusion_shift,leaf_occluded_fruit_grasp,4,72,0.048893,0.057159,0.731243,0.054067,0.036437,0.722222,0.027778,0.250000,0.061620,0.250000,0.374917,1.000000
proposed_action_critical_interactive_depth,occlusion_shift,leaf_occluded_fruit_grasp,5,72,0.047934,0.057899,0.750057,0.049206,0.036728,0.861111,0.041667,0.097222,0.063600,0.125000,0.318691,1.000000
proposed_action_critical_interactive_depth,occlusion_shift,leaf_occluded_fruit_grasp,6,72,0.047910,0.058858,0.707582,0.056052,0.035643,0.708333,0.055556,0.236111,0.062115,0.250000,0.375093,1.000000
proposed_action_critical_interactive_depth,transparent_specular_shift,occluded_bin_grasping,0,72,0.043767,0.060169,0.771316,0.054266,0.030896,0.875000,0.000000,0.125000,0.053264,0.125000,0.288873,1.000000
proposed_action_critical_interactive_depth,transparent_specular_shift,occluded_bin_grasping,1,72,0.047651,0.061013,0.761832,0.056746,0.030952,0.930556,0.000000,0.069444,0.053936,0.069444,0.294312,1.000000
proposed_action_critical_interactive_depth,transparent_specular_shift,occluded_bin_grasping,2,72,0.047631,0.061009,0.771259,0.050893,0.030952,0.861111,0.027778,0.111111,0.056621,0.138889,0.314897,1.000000
proposed_action_critical_interactive_depth,transparent_specular_shift,occluded_bin_grasping,3,72,0.045490,0.057684,0.791871,0.060020,0.030281,0.805556,0.041667,0.152778,0.054607,0.194444,0.315904,1.000000
proposed_action_critical_interactive_depth,transparent_specular_shift,occluded_bin_grasping,4,72,0.045209,0.059554,0.775827,0.056548,0.030191,0.902778,0.000000,0.097222,0.054831,0.097222,0.286623,1.000000
proposed_action_critical_interactive_depth,transparent_specular_shift,occluded_bin_grasping,5,72,0.048057,0.062320,0.784766,0.049702,0.030979,0.972222,0.000000,0.027778,0.054160,0.027778,0.276606,1.000000
proposed_action_critical_interactive_depth,transparent_specular_shift,occluded_bin_grasping,6,72,0.046535,0.060057,0.744364,0.054365,0.030400,0.847222,0.027778,0.125000,0.052369,0.152778,0.319343,1.000000
proposed_action_critical_interactive_depth,transparent_specular_shift,shelf_insertion_clearance,0,72,0.043640,0.058296,0.671905,0.045238,0.027209,0.902778,0.013889,0.083333,0.060084,0.097222,0.302262,1.000000
proposed_action_critical_interactive_depth,transparent_specular_shift,shelf_insertion_clearance,1,72,0.043709,0.060775,0.660160,0.044742,0.026809,0.916667,0.013889,0.069444,0.063088,0.083333,0.300978,1.000000
proposed_action_critical_interactive_depth,transparent_specular_shift,shelf_insertion_clearance,2,72,0.045464,0.059079,0.670024,0.047321,0.026543,0.902778,0.000000,0.097222,0.059583,0.069444,0.307952,1.000000
proposed_action_critical_interactive_depth,transparent_specular_shift,shelf_insertion_clearance,3,72,0.041906,0.057039,0.697045,0.052877,0.026363,0.861111,0.013889,0.125000,0.059834,0.111111,0.294609,1.000000
proposed_action_critical_interactive_depth,transparent_specular_shift,shelf_insertion_clearance,4,72,0.043483,0.060501,0.672018,0.050397,0.026611,0.861111,0.013889,0.125000,0.060334,0.125000,0.312878,1.000000
proposed_action_critical_interactive_depth,transparent_specular_shift,shelf_insertion_clearance,5,72,0.045784,0.056553,0.694167,0.052679,0.027360,0.902778,0.013889,0.083333,0.064590,0.069444,0.303779,1.000000
proposed_action_critical_interactive_depth,transparent_specular_shift,shelf_insertion_clearance,6,72,0.043093,0.058147,0.675826,0.049107,0.027249,0.902778,0.000000,0.097222,0.062838,0.083333,0.296253,1.000000
proposed_action_critical_interactive_depth,transparent_specular_shift,transparent_container_lift,0,72,0.055620,0.066570,0.729827,0.056746,0.027188,0.875000,0.027778,0.097222,0.055800,0.083333,0.357052,1.000000
proposed_action_critical_interactive_depth,transparent_specular_shift,transparent_container_lift,1,72,0.056900,0.067847,0.706729,0.053869,0.027512,0.819444,0.013889,0.166667,0.056693,0.125000,0.387346,1.000000
proposed_action_critical_interactive_depth,transparent_specular_shift,transparent_container_lift,2,72,0.057058,0.066770,0.706141,0.054067,0.027618,0.902778,0.013889,0.083333,0.054684,0.097222,0.371218,1.000000
proposed_action_critical_interactive_depth,transparent_specular_shift,transparent_container_lift,3,72,0.057607,0.066713,0.711948,0.055655,0.027870,0.833333,0.000000,0.166667,0.056246,0.138889,0.392227,1.000000
proposed_action_critical_interactive_depth,transparent_specular_shift,transparent_container_lift,4,72,0.056447,0.068531,0.731978,0.049405,0.027343,0.916667,0.013889,0.069444,0.054907,0.069444,0.353583,1.000000
proposed_action_critical_interactive_depth,transparent_specular_shift,transparent_container_lift,5,72,0.054564,0.065181,0.707285,0.056647,0.027141,0.888889,0.013889,0.097222,0.057809,0.111111,0.361715,1.000000
proposed_action_critical_interactive_depth,transparent_specular_shift,transparent_container_lift,6,72,0.056471,0.067809,0.709923,0.040179,0.027949,0.916667,0.000000,0.083333,0.057362,0.083333,0.363199,1.000000
proposed_action_critical_interactive_depth,transparent_specular_shift,leaf_occluded_fruit_grasp,0,72,0.049484,0.062559,0.718261,0.053571,0.034060,0.805556,0.069444,0.125000,0.061425,0.152778,0.346720,1.000000
proposed_action_critical_interactive_depth,transparent_specular_shift,leaf_occluded_fruit_grasp,1,72,0.053966,0.064712,0.712310,0.047917,0.034383,0.722222,0.055556,0.222222,0.062156,0.152778,0.385896,1.000000
proposed_action_critical_interactive_depth,transparent_specular_shift,leaf_occluded_fruit_grasp,2,72,0.052312,0.062938,0.734244,0.056349,0.034490,0.708333,0.041667,0.250000,0.060694,0.222222,0.388782,1.000000
proposed_action_critical_interactive_depth,transparent_specular_shift,leaf_occluded_fruit_grasp,3,72,0.051769,0.066132,0.697847,0.051687,0.035208,0.638889,0.097222,0.263889,0.056306,0.250000,0.405643,1.000000
proposed_action_critical_interactive_depth,transparent_specular_shift,leaf_occluded_fruit_grasp,4,72,0.051810,0.063453,0.716089,0.054762,0.034294,0.708333,0.041667,0.250000,0.061912,0.194444,0.384260,1.000000
proposed_action_critical_interactive_depth,transparent_specular_shift,leaf_occluded_fruit_grasp,5,72,0.050451,0.063915,0.707814,0.053175,0.034150,0.736111,0.041667,0.222222,0.061425,0.194444,0.374694,1.000000
proposed_action_critical_interactive_depth,transparent_specular_shift,leaf_occluded_fruit_grasp,6,72,0.053872,0.063163,0.721055,0.044444,0.034670,0.694444,0.069444,0.236111,0.065325,0.263889,0.410853,1.000000
proposed_action_critical_interactive_depth,combined_interactive_stress,occluded_bin_grasping,0,72,0.052828,0.065477,0.672905,0.048810,0.029375,0.750000,0.013889,0.236111,0.063483,0.166667,0.390854,1.000000
proposed_action_critical_interactive_depth,combined_interactive_stress,occluded_bin_grasping,1,72,0.050928,0.063690,0.671834,0.050992,0.029624,0.833333,0.041667,0.125000,0.063483,0.111111,0.355370,1.000000
proposed_action_critical_interactive_depth,combined_interactive_stress,occluded_bin_grasping,2,72,0.050338,0.061134,0.675345,0.054861,0.029624,0.791667,0.055556,0.152778,0.064723,0.111111,0.355841,1.000000
proposed_action_critical_interactive_depth,combined_interactive_stress,occluded_bin_grasping,3,72,0.053951,0.062885,0.691445,0.053075,0.029094,0.847222,0.013889,0.138889,0.061747,0.111111,0.367854,1.000000
proposed_action_critical_interactive_depth,combined_interactive_stress,occluded_bin_grasping,4,72,0.051801,0.062607,0.665709,0.057738,0.030272,0.861111,0.013889,0.125000,0.064475,0.111111,0.360078,1.000000
proposed_action_critical_interactive_depth,combined_interactive_stress,occluded_bin_grasping,5,72,0.053361,0.064096,0.688772,0.052877,0.029705,0.861111,0.027778,0.111111,0.064475,0.097222,0.359702,1.000000
proposed_action_critical_interactive_depth,combined_interactive_stress,occluded_bin_grasping,6,72,0.052808,0.065174,0.668634,0.044643,0.029274,0.875000,0.027778,0.097222,0.061747,0.097222,0.359197,1.000000
proposed_action_critical_interactive_depth,combined_interactive_stress,shelf_insertion_clearance,0,72,0.049735,0.061434,0.588624,0.048115,0.025986,0.736111,0.097222,0.166667,0.066232,0.125000,0.381115,1.000000
proposed_action_critical_interactive_depth,combined_interactive_stress,shelf_insertion_clearance,1,72,0.049588,0.060635,0.594506,0.052877,0.025575,0.722222,0.097222,0.180556,0.070631,0.125000,0.381184,1.000000
proposed_action_critical_interactive_depth,combined_interactive_stress,shelf_insertion_clearance,2,72,0.046158,0.060201,0.609973,0.052778,0.025804,0.680556,0.027778,0.291667,0.064939,0.097222,0.360364,1.000000
proposed_action_critical_interactive_depth,combined_interactive_stress,shelf_insertion_clearance,3,72,0.049578,0.062088,0.610144,0.054762,0.025894,0.694444,0.041667,0.263889,0.068820,0.125000,0.384097,1.000000
proposed_action_critical_interactive_depth,combined_interactive_stress,shelf_insertion_clearance,4,72,0.052207,0.060427,0.611781,0.051290,0.025866,0.833333,0.055556,0.111111,0.063904,0.083333,0.370306,1.000000
proposed_action_critical_interactive_depth,combined_interactive_stress,shelf_insertion_clearance,5,72,0.050763,0.059557,0.603729,0.053571,0.025597,0.819444,0.041667,0.138889,0.063645,0.041667,0.357306,1.000000
proposed_action_critical_interactive_depth,combined_interactive_stress,shelf_insertion_clearance,6,72,0.048514,0.059237,0.633095,0.058333,0.026052,0.777778,0.055556,0.166667,0.066232,0.083333,0.351277,1.000000
proposed_action_critical_interactive_depth,combined_interactive_stress,transparent_container_lift,0,72,0.063196,0.071535,0.599045,0.055456,0.024670,0.291667,0.250000,0.458333,0.062587,0.208333,0.523192,1.000000
proposed_action_critical_interactive_depth,combined_interactive_stress,transparent_container_lift,1,72,0.066727,0.072591,0.644407,0.049306,0.024749,0.236111,0.166667,0.597222,0.063577,0.166667,0.535962,1.000000
proposed_action_critical_interactive_depth,combined_interactive_stress,transparent_container_lift,2,72,0.065878,0.073828,0.623366,0.048115,0.024942,0.194444,0.222222,0.583333,0.066050,0.138889,0.532354,1.000000
proposed_action_critical_interactive_depth,combined_interactive_stress,transparent_container_lift,3,72,0.066393,0.073786,0.614608,0.052877,0.025117,0.263889,0.166667,0.569444,0.058629,0.166667,0.536969,1.000000
proposed_action_critical_interactive_depth,combined_interactive_stress,transparent_container_lift,4,72,0.066382,0.073261,0.582363,0.050794,0.025023,0.166667,0.194444,0.638889,0.061598,0.194444,0.562086,1.000000
proposed_action_critical_interactive_depth,combined_interactive_stress,transparent_container_lift,5,72,0.067344,0.073562,0.617555,0.054266,0.024517,0.250000,0.194444,0.555556,0.067040,0.125000,0.532573,1.000000
proposed_action_critical_interactive_depth,combined_interactive_stress,transparent_container_lift,6,72,0.061623,0.070699,0.613015,0.054762,0.024641,0.305556,0.194444,0.500000,0.063824,0.194444,0.509335,1.000000
proposed_action_critical_interactive_depth,combined_interactive_stress,leaf_occluded_fruit_grasp,0,72,0.055760,0.065622,0.590911,0.054365,0.033416,0.236111,0.194444,0.569444,0.066715,0.236111,0.499176,1.000000
proposed_action_critical_interactive_depth,combined_interactive_stress,leaf_occluded_fruit_grasp,1,72,0.058337,0.068748,0.626509,0.051091,0.033356,0.277778,0.194444,0.527778,0.068858,0.166667,0.485141,1.000000
proposed_action_critical_interactive_depth,combined_interactive_stress,leaf_occluded_fruit_grasp,2,72,0.057191,0.068915,0.606742,0.050992,0.033091,0.236111,0.166667,0.597222,0.069662,0.208333,0.499588,1.000000
proposed_action_critical_interactive_depth,combined_interactive_stress,leaf_occluded_fruit_grasp,3,72,0.056041,0.066909,0.615206,0.046329,0.032814,0.208333,0.180556,0.611111,0.072341,0.222222,0.497039,1.000000
proposed_action_critical_interactive_depth,combined_interactive_stress,leaf_occluded_fruit_grasp,4,72,0.057274,0.067760,0.609793,0.051687,0.032941,0.250000,0.236111,0.513889,0.067786,0.222222,0.495042,1.000000
proposed_action_critical_interactive_depth,combined_interactive_stress,leaf_occluded_fruit_grasp,5,72,0.054724,0.068147,0.615857,0.044147,0.032999,0.166667,0.305556,0.527778,0.069930,0.291667,0.502151,1.000000
proposed_action_critical_interactive_depth,combined_interactive_stress,leaf_occluded_fruit_grasp,6,72,0.057742,0.067459,0.628114,0.054861,0.033323,0.236111,0.166667,0.597222,0.070466,0.250000,0.506918,1.000000
oracle_depth_completion,nominal_depth,occluded_bin_grasping,0,72,0.005148,0.005843,0.933317,0.068254,0.081406,1.000000,0.000000,0.000000,0.006496,0.000000,0.000673,0.916667
oracle_depth_completion,nominal_depth,occluded_bin_grasping,1,72,0.005424,0.005981,0.946771,0.068750,0.082429,1.000000,0.000000,0.000000,0.006196,0.000000,0.000113,0.944444
oracle_depth_completion,nominal_depth,occluded_bin_grasping,2,72,0.004984,0.005612,0.937953,0.070734,0.080212,1.000000,0.000000,0.000000,0.006073,0.000000,0.000596,0.930556
oracle_depth_completion,nominal_depth,occluded_bin_grasping,3,72,0.004916,0.005816,0.942030,0.073710,0.079270,1.000000,0.000000,0.000000,0.005904,0.000000,0.000341,0.888889
