stress_level,method,task,seed,task_success,action_critical_rmse,collision_rate,probe_damage
0.2,visuotactile_probe,shelf_insertion_clearance,2,0.863636,0.037084,0.000000,0.136364
0.2,visuotactile_probe,shelf_insertion_clearance,3,1.000000,0.042508,0.000000,0.000000
0.2,visuotactile_probe,shelf_insertion_clearance,4,0.931818,0.041318,0.022727,0.068182
0.2,visuotactile_probe,shelf_insertion_clearance,5,0.931818,0.036580,0.000000,0.068182
0.2,visuotactile_probe,shelf_insertion_clearance,6,0.931818,0.039210,0.000000,0.068182
0.2,visuotactile_probe,transparent_container_lift,0,0.863636,0.054173,0.022727,0.136364
0.2,visuotactile_probe,transparent_container_lift,1,0.886364,0.054163,0.045455,0.113636
0.2,visuotactile_probe,transparent_container_lift,2,0.954545,0.056185,0.000000,0.045455
0.2,visuotactile_probe,transparent_container_lift,3,0.863636,0.051136,0.022727,0.136364
0.2,visuotactile_probe,transparent_container_lift,4,0.863636,0.053250,0.022727,0.136364
0.2,visuotactile_probe,transparent_container_lift,5,0.977273,0.054697,0.000000,0.022727
0.2,visuotactile_probe,transparent_container_lift,6,0.886364,0.055387,0.000000,0.090909
0.2,visuotactile_probe,leaf_occluded_fruit_grasp,0,0.863636,0.049521,0.022727,0.136364
0.2,visuotactile_probe,leaf_occluded_fruit_grasp,1,0.795455,0.048560,0.045455,0.181818
0.2,visuotactile_probe,leaf_occluded_fruit_grasp,2,0.727273,0.049550,0.045455,0.272727
0.2,visuotactile_probe,leaf_occluded_fruit_grasp,3,0.750000,0.046651,0.022727,0.227273
0.2,visuotactile_probe,leaf_occluded_fruit_grasp,4,0.772727,0.049220,0.090909,0.204545
0.2,visuotactile_probe,leaf_occluded_fruit_grasp,5,0.795455,0.049260,0.022727,0.204545
0.2,visuotactile_probe,leaf_occluded_fruit_grasp,6,0.886364,0.049557,0.045455,0.113636
0.2,uncertainty_guided_probe,occluded_bin_grasping,0,0.977273,0.038494,0.000000,0.022727
0.2,uncertainty_guided_probe,occluded_bin_grasping,1,0.886364,0.040253,0.022727,0.113636
0.2,uncertainty_guided_probe,occluded_bin_grasping,2,0.886364,0.040588,0.022727,0.113636
0.2,uncertainty_guided_probe,occluded_bin_grasping,3,0.977273,0.042261,0.000000,0.022727
0.2,uncertainty_guided_probe,occluded_bin_grasping,4,0.909091,0.040477,0.000000,0.090909
0.2,uncertainty_guided_probe,occluded_bin_grasping,5,0.886364,0.038969,0.022727,0.136364
0.2,uncertainty_guided_probe,occluded_bin_grasping,6,0.909091,0.041061,0.000000,0.090909
0.2,uncertainty_guided_probe,shelf_insertion_clearance,0,0.840909,0.035122,0.000000,0.159091
0.2,uncertainty_guided_probe,shelf_insertion_clearance,1,0.909091,0.031418,0.022727,0.090909
0.2,uncertainty_guided_probe,shelf_insertion_clearance,2,0.931818,0.035141,0.000000,0.068182
0.2,uncertainty_guided_probe,shelf_insertion_clearance,3,0.909091,0.035960,0.022727,0.113636
0.2,uncertainty_guided_probe,shelf_insertion_clearance,4,0.931818,0.037733,0.000000,0.068182
0.2,uncertainty_guided_probe,shelf_insertion_clearance,5,0.863636,0.033964,0.022727,0.159091
0.2,uncertainty_guided_probe,shelf_insertion_clearance,6,0.886364,0.036534,0.000000,0.113636
0.2,uncertainty_guided_probe,transparent_container_lift,0,0.795455,0.048094,0.022727,0.181818
0.2,uncertainty_guided_probe,transparent_container_lift,1,0.886364,0.053351,0.000000,0.113636
0.2,uncertainty_guided_probe,transparent_container_lift,2,0.840909,0.048440,0.000000,0.159091
0.2,uncertainty_guided_probe,transparent_container_lift,3,0.772727,0.049353,0.000000,0.227273
0.2,uncertainty_guided_probe,transparent_container_lift,4,0.863636,0.047889,0.022727,0.136364
0.2,uncertainty_guided_probe,transparent_container_lift,5,0.818182,0.058050,0.022727,0.159091
0.2,uncertainty_guided_probe,transparent_container_lift,6,0.863636,0.052541,0.022727,0.136364
0.2,uncertainty_guided_probe,leaf_occluded_fruit_grasp,0,0.681818,0.046999,0.045455,0.295455
0.2,uncertainty_guided_probe,leaf_occluded_fruit_grasp,1,0.704545,0.046082,0.045455,0.272727
0.2,uncertainty_guided_probe,leaf_occluded_fruit_grasp,2,0.659091,0.043903,0.090909,0.340909
0.2,uncertainty_guided_probe,leaf_occluded_fruit_grasp,3,0.818182,0.040175,0.045455,0.181818
0.2,uncertainty_guided_probe,leaf_occluded_fruit_grasp,4,0.704545,0.046274,0.022727,0.272727
0.2,uncertainty_guided_probe,leaf_occluded_fruit_grasp,5,0.750000,0.043088,0.113636,0.250000
0.2,uncertainty_guided_probe,leaf_occluded_fruit_grasp,6,0.613636,0.049385,0.090909,0.386364
0.2,proposed_action_critical_interactive_depth,occluded_bin_grasping,0,0.931818,0.041155,0.022727,0.068182
0.2,proposed_action_critical_interactive_depth,occluded_bin_grasping,1,0.954545,0.038375,0.000000,0.045455
0.2,proposed_action_critical_interactive_depth,occluded_bin_grasping,2,0.909091,0.035365,0.000000,0.090909
0.2,proposed_action_critical_interactive_depth,occluded_bin_grasping,3,0.954545,0.036592,0.000000,0.045455
0.2,proposed_action_critical_interactive_depth,occluded_bin_grasping,4,0.954545,0.038251,0.000000,0.045455
0.2,proposed_action_critical_interactive_depth,occluded_bin_grasping,5,0.909091,0.039621,0.000000,0.090909
0.2,proposed_action_critical_interactive_depth,occluded_bin_grasping,6,0.931818,0.036961,0.022727,0.068182
0.2,proposed_action_critical_interactive_depth,shelf_insertion_clearance,0,0.977273,0.036909,0.022727,0.022727
0.2,proposed_action_critical_interactive_depth,shelf_insertion_clearance,1,0.886364,0.034679,0.000000,0.113636
0.2,proposed_action_critical_interactive_depth,shelf_insertion_clearance,2,0.931818,0.031608,0.000000,0.090909
0.2,proposed_action_critical_interactive_depth,shelf_insertion_clearance,3,0.931818,0.034928,0.022727,0.068182
0.2,proposed_action_critical_interactive_depth,shelf_insertion_clearance,4,0.954545,0.033072,0.000000,0.045455
0.2,proposed_action_critical_interactive_depth,shelf_insertion_clearance,5,0.954545,0.036264,0.022727,0.045455
0.2,proposed_action_critical_interactive_depth,shelf_insertion_clearance,6,0.954545,0.034191,0.022727,0.045455
0.2,proposed_action_critical_interactive_depth,transparent_container_lift,0,0.863636,0.051454,0.022727,0.136364
0.2,proposed_action_critical_interactive_depth,transparent_container_lift,1,0.909091,0.048826,0.022727,0.090909
0.2,proposed_action_critical_interactive_depth,transparent_container_lift,2,0.931818,0.049920,0.022727,0.068182
0.2,proposed_action_critical_interactive_depth,transparent_container_lift,3,0.909091,0.047835,0.000000,0.090909
0.2,proposed_action_critical_interactive_depth,transparent_container_lift,4,0.909091,0.050445,0.000000,0.090909
0.2,proposed_action_critical_interactive_depth,transparent_container_lift,5,0.931818,0.049125,0.000000,0.068182
0.2,proposed_action_critical_interactive_depth,transparent_container_lift,6,0.931818,0.047799,0.000000,0.068182
0.2,proposed_action_critical_interactive_depth,leaf_occluded_fruit_grasp,0,0.840909,0.046251,0.022727,0.159091
0.2,proposed_action_critical_interactive_depth,leaf_occluded_fruit_grasp,1,0.727273,0.044096,0.000000,0.250000
0.2,proposed_action_critical_interactive_depth,leaf_occluded_fruit_grasp,2,0.886364,0.044153,0.000000,0.113636
0.2,proposed_action_critical_interactive_depth,leaf_occluded_fruit_grasp,3,0.840909,0.040317,0.022727,0.159091
0.2,proposed_action_critical_interactive_depth,leaf_occluded_fruit_grasp,4,0.727273,0.046251,0.068182,0.272727
0.2,proposed_action_critical_interactive_depth,leaf_occluded_fruit_grasp,5,0.795455,0.044664,0.000000,0.204545
0.2,proposed_action_critical_interactive_depth,leaf_occluded_fruit_grasp,6,0.818182,0.045253,0.068182,0.181818
0.2,oracle_depth_completion,occluded_bin_grasping,0,1.000000,0.005131,0.000000,0.000000
0.2,oracle_depth_completion,occluded_bin_grasping,1,1.000000,0.005339,0.000000,0.000000
0.2,oracle_depth_completion,occluded_bin_grasping,2,1.000000,0.005583,0.000000,0.000000
0.2,oracle_depth_completion,occluded_bin_grasping,3,1.000000,0.005577,0.000000,0.000000
0.2,oracle_depth_completion,occluded_bin_grasping,4,1.000000,0.005107,0.000000,0.000000
0.2,oracle_depth_completion,occluded_bin_grasping,5,1.000000,0.005058,0.000000,0.000000
0.2,oracle_depth_completion,occluded_bin_grasping,6,1.000000,0.005300,0.000000,0.000000
0.2,oracle_depth_completion,shelf_insertion_clearance,0,1.000000,0.005093,0.000000,0.000000
0.2,oracle_depth_completion,shelf_insertion_clearance,1,1.000000,0.005389,0.000000,0.000000
0.2,oracle_depth_completion,shelf_insertion_clearance,2,1.000000,0.005040,0.000000,0.000000
0.2,oracle_depth_completion,shelf_insertion_clearance,3,1.000000,0.005279,0.000000,0.000000
0.2,oracle_depth_completion,shelf_insertion_clearance,4,1.000000,0.005029,0.000000,0.000000
0.2,oracle_depth_completion,shelf_insertion_clearance,5,1.000000,0.005014,0.000000,0.000000
0.2,oracle_depth_completion,shelf_insertion_clearance,6,1.000000,0.005119,0.000000,0.000000
0.2,oracle_depth_completion,transparent_container_lift,0,1.000000,0.005746,0.000000,0.000000
0.2,oracle_depth_completion,transparent_container_lift,1,1.000000,0.005351,0.000000,0.000000
0.2,oracle_depth_completion,transparent_container_lift,2,1.000000,0.005574,0.000000,0.000000
0.2,oracle_depth_completion,transparent_container_lift,3,1.000000,0.005902,0.000000,0.000000
0.2,oracle_depth_completion,transparent_container_lift,4,1.000000,0.005414,0.000000,0.000000
0.2,oracle_depth_completion,transparent_container_lift,5,1.000000,0.005378,0.000000,0.000000
0.2,oracle_depth_completion,transparent_container_lift,6,1.000000,0.005388,0.000000,0.000000
0.2,oracle_depth_completion,leaf_occluded_fruit_grasp,0,1.000000,0.005528,0.000000,0.000000
0.2,oracle_depth_completion,leaf_occluded_fruit_grasp,1,1.000000,0.005525,0.000000,0.000000
0.2,oracle_depth_completion,leaf_occluded_fruit_grasp,2,1.000000,0.005538,0.000000,0.000000
0.2,oracle_depth_completion,leaf_occluded_fruit_grasp,3,1.000000,0.005723,0.000000,0.000000
0.2,oracle_depth_completion,leaf_occluded_fruit_grasp,4,1.000000,0.005663,0.000000,0.000000
0.2,oracle_depth_completion,leaf_occluded_fruit_grasp,5,1.000000,0.005419,0.000000,0.000000
0.2,oracle_depth_completion,leaf_occluded_fruit_grasp,6,1.000000,0.005983,0.000000,0.000000
0.4,learned_depth_completion,occluded_bin_grasping,0,0.977273,0.059219,0.000000,0.000000
0.4,learned_depth_completion,occluded_bin_grasping,1,0.954545,0.063057,0.000000,0.000000
0.4,learned_depth_completion,occluded_bin_grasping,2,1.000000,0.059837,0.000000,0.000000
0.4,learned_depth_completion,occluded_bin_grasping,3,0.977273,0.058708,0.022727,0.000000
0.4,learned_depth_completion,occluded_bin_grasping,4,0.909091,0.054919,0.022727,0.000000
0.4,learned_depth_completion,occluded_bin_grasping,5,0.977273,0.057406,0.022727,0.000000
0.4,learned_depth_completion,occluded_bin_grasping,6,0.954545,0.059633,0.000000,0.000000
0.4,learned_depth_completion,shelf_insertion_clearance,0,0.863636,0.051886,0.022727,0.000000
0.4,learned_depth_completion,shelf_insertion_clearance,1,0.886364,0.053598,0.045455,0.000000
0.4,learned_depth_completion,shelf_insertion_clearance,2,0.931818,0.050518,0.022727,0.000000
0.4,learned_depth_completion,shelf_insertion_clearance,3,0.886364,0.051633,0.045455,0.000000
0.4,learned_depth_completion,shelf_insertion_clearance,4,0.840909,0.053101,0.022727,0.000000
0.4,learned_depth_completion,shelf_insertion_clearance,5,0.886364,0.051987,0.000000,0.000000
0.4,learned_depth_completion,shelf_insertion_clearance,6,0.931818,0.047032,0.022727,0.000000
0.4,learned_depth_completion,transparent_container_lift,0,0.636364,0.067114,0.159091,0.000000
0.4,learned_depth_completion,transparent_container_lift,1,0.545455,0.074873,0.136364,0.000000
0.4,learned_depth_completion,transparent_container_lift,2,0.590909,0.069029,0.136364,0.000000
0.4,learned_depth_completion,transparent_container_lift,3,0.795455,0.068713,0.068182,0.000000
0.4,learned_depth_completion,transparent_container_lift,4,0.613636,0.074303,0.090909,0.000000
0.4,learned_depth_completion,transparent_container_lift,5,0.636364,0.068731,0.113636,0.000000
0.4,learned_depth_completion,transparent_container_lift,6,0.659091,0.068846,0.045455,0.000000
0.4,learned_depth_completion,leaf_occluded_fruit_grasp,0,0.568182,0.065583,0.090909,0.000000
0.4,learned_depth_completion,leaf_occluded_fruit_grasp,1,0.545455,0.064943,0.068182,0.000000
0.4,learned_depth_completion,leaf_occluded_fruit_grasp,2,0.386364,0.067817,0.113636,0.000000
0.4,learned_depth_completion,leaf_occluded_fruit_grasp,3,0.590909,0.064602,0.113636,0.000000
0.4,learned_depth_completion,leaf_occluded_fruit_grasp,4,0.500000,0.066074,0.159091,0.000000
0.4,learned_depth_completion,leaf_occluded_fruit_grasp,5,0.522727,0.063326,0.181818,0.000000
0.4,learned_depth_completion,leaf_occluded_fruit_grasp,6,0.568182,0.062790,0.136364,0.000000
0.4,ensemble_depth_completion,occluded_bin_grasping,0,1.000000,0.047638,0.000000,0.000000
0.4,ensemble_depth_completion,occluded_bin_grasping,1,0.977273,0.049820,0.000000,0.000000
0.4,ensemble_depth_completion,occluded_bin_grasping,2,1.000000,0.049461,0.000000,0.000000
0.4,ensemble_depth_completion,occluded_bin_grasping,3,1.000000,0.049382,0.000000,0.000000
0.4,ensemble_depth_completion,occluded_bin_grasping,4,1.000000,0.046375,0.000000,0.000000
0.4,ensemble_depth_completion,occluded_bin_grasping,5,1.000000,0.048942,0.000000,0.000000
0.4,ensemble_depth_completion,occluded_bin_grasping,6,1.000000,0.047605,0.000000,0.000000
0.4,ensemble_depth_completion,shelf_insertion_clearance,0,1.000000,0.041761,0.000000,0.000000
0.4,ensemble_depth_completion,shelf_insertion_clearance,1,1.000000,0.040602,0.000000,0.000000
0.4,ensemble_depth_completion,shelf_insertion_clearance,2,1.000000,0.042691,0.000000,0.000000
0.4,ensemble_depth_completion,shelf_insertion_clearance,3,1.000000,0.041560,0.000000,0.000000
0.4,ensemble_depth_completion,shelf_insertion_clearance,4,0.977273,0.039618,0.000000,0.000000
0.4,ensemble_depth_completion,shelf_insertion_clearance,5,0.977273,0.044287,0.000000,0.000000
0.4,ensemble_depth_completion,shelf_insertion_clearance,6,0.977273,0.041244,0.000000,0.000000
0.4,ensemble_depth_completion,transparent_container_lift,0,0.909091,0.061799,0.022727,0.000000
0.4,ensemble_depth_completion,transparent_container_lift,1,0.954545,0.057049,0.000000,0.000000
0.4,ensemble_depth_completion,transparent_container_lift,2,0.977273,0.059121,0.000000,0.000000
0.4,ensemble_depth_completion,transparent_container_lift,3,0.909091,0.058407,0.022727,0.000000
0.4,ensemble_depth_completion,transparent_container_lift,4,0.977273,0.059469,0.000000,0.000000
0.4,ensemble_depth_completion,transparent_container_lift,5,0.886364,0.062392,0.000000,0.000000
0.4,ensemble_depth_completion,transparent_container_lift,6,0.886364,0.057941,0.000000,0.000000
0.4,ensemble_depth_completion,leaf_occluded_fruit_grasp,0,0.818182,0.055436,0.022727,0.000000
0.4,ensemble_depth_completion,leaf_occluded_fruit_grasp,1,0.840909,0.056150,0.022727,0.000000
0.4,ensemble_depth_completion,leaf_occluded_fruit_grasp,2,0.909091,0.054173,0.022727,0.000000
0.4,ensemble_depth_completion,leaf_occluded_fruit_grasp,3,0.909091,0.050175,0.000000,0.000000
0.4,ensemble_depth_completion,leaf_occluded_fruit_grasp,4,0.863636,0.052502,0.068182,0.000000
0.4,ensemble_depth_completion,leaf_occluded_fruit_grasp,5,0.795455,0.050595,0.000000,0.000000
0.4,ensemble_depth_completion,leaf_occluded_fruit_grasp,6,0.840909,0.055593,0.022727,0.000000
0.4,active_view_selection,occluded_bin_grasping,0,1.000000,0.035366,0.000000,0.000000
0.4,active_view_selection,occluded_bin_grasping,1,1.000000,0.036220,0.000000,0.000000
0.4,active_view_selection,occluded_bin_grasping,2,1.000000,0.032948,0.000000,0.000000
0.4,active_view_selection,occluded_bin_grasping,3,1.000000,0.036097,0.000000,0.000000
0.4,active_view_selection,occluded_bin_grasping,4,1.000000,0.035269,0.000000,0.000000
0.4,active_view_selection,occluded_bin_grasping,5,1.000000,0.036362,0.000000,0.000000
0.4,active_view_selection,occluded_bin_grasping,6,1.000000,0.034434,0.000000,0.000000
0.4,active_view_selection,shelf_insertion_clearance,0,1.000000,0.032503,0.000000,0.000000
0.4,active_view_selection,shelf_insertion_clearance,1,1.000000,0.039111,0.000000,0.000000
0.4,active_view_selection,shelf_insertion_clearance,2,1.000000,0.039237,0.000000,0.000000
0.4,active_view_selection,shelf_insertion_clearance,3,1.000000,0.038065,0.000000,0.000000
0.4,active_view_selection,shelf_insertion_clearance,4,1.000000,0.036355,0.000000,0.000000
0.4,active_view_selection,shelf_insertion_clearance,5,0.977273,0.041060,0.000000,0.000000
0.4,active_view_selection,shelf_insertion_clearance,6,1.000000,0.037781,0.000000,0.000000
0.4,active_view_selection,transparent_container_lift,0,0.863636,0.057236,0.000000,0.000000
0.4,active_view_selection,transparent_container_lift,1,0.954545,0.058382,0.000000,0.000000
0.4,active_view_selection,transparent_container_lift,2,0.909091,0.056241,0.000000,0.000000
0.4,active_view_selection,transparent_container_lift,3,0.886364,0.059252,0.045455,0.000000
0.4,active_view_selection,transparent_container_lift,4,0.840909,0.060521,0.000000,0.000000
0.4,active_view_selection,transparent_container_lift,5,0.977273,0.060030,0.000000,0.000000
0.4,active_view_selection,transparent_container_lift,6,0.909091,0.057932,0.022727,0.000000
0.4,active_view_selection,leaf_occluded_fruit_grasp,0,1.000000,0.035940,0.000000,0.000000
0.4,active_view_selection,leaf_occluded_fruit_grasp,1,0.954545,0.036283,0.000000,0.000000
0.4,active_view_selection,leaf_occluded_fruit_grasp,2,1.000000,0.033819,0.000000,0.000000
0.4,active_view_selection,leaf_occluded_fruit_grasp,3,1.000000,0.038269,0.000000,0.000000
0.4,active_view_selection,leaf_occluded_fruit_grasp,4,0.954545,0.038778,0.000000,0.000000
0.4,active_view_selection,leaf_occluded_fruit_grasp,5,0.977273,0.034488,0.000000,0.000000
0.4,active_view_selection,leaf_occluded_fruit_grasp,6,1.000000,0.035362,0.000000,0.000000
0.4,visuotactile_probe,occluded_bin_grasping,0,0.886364,0.045985,0.000000,0.113636
0.4,visuotactile_probe,occluded_bin_grasping,1,0.931818,0.046683,0.000000,0.068182
0.4,visuotactile_probe,occluded_bin_grasping,2,0.931818,0.048693,0.022727,0.068182
0.4,visuotactile_probe,occluded_bin_grasping,3,0.977273,0.046525,0.000000,0.022727
0.4,visuotactile_probe,occluded_bin_grasping,4,0.977273,0.049206,0.000000,0.022727
0.4,visuotactile_probe,occluded_bin_grasping,5,0.977273,0.047217,0.000000,0.022727
0.4,visuotactile_probe,occluded_bin_grasping,6,0.931818,0.047648,0.022727,0.068182
0.4,visuotactile_probe,shelf_insertion_clearance,0,0.909091,0.044430,0.022727,0.090909
0.4,visuotactile_probe,shelf_insertion_clearance,1,0.954545,0.041551,0.000000,0.022727
0.4,visuotactile_probe,shelf_insertion_clearance,2,0.886364,0.040974,0.022727,0.113636
0.4,visuotactile_probe,shelf_insertion_clearance,3,0.818182,0.044943,0.090909,0.181818
0.4,visuotactile_probe,shelf_insertion_clearance,4,0.931818,0.044521,0.000000,0.068182
0.4,visuotactile_probe,shelf_insertion_clearance,5,0.886364,0.039175,0.045455,0.113636
0.4,visuotactile_probe,shelf_insertion_clearance,6,0.818182,0.044425,0.045455,0.136364
0.4,visuotactile_probe,transparent_container_lift,0,0.795455,0.055808,0.022727,0.181818
0.4,visuotactile_probe,transparent_container_lift,1,0.886364,0.058218,0.045455,0.090909
0.4,visuotactile_probe,transparent_container_lift,2,0.886364,0.055125,0.022727,0.068182
0.4,visuotactile_probe,transparent_container_lift,3,0.886364,0.055850,0.022727,0.113636
0.4,visuotactile_probe,transparent_container_lift,4,0.795455,0.062369,0.022727,0.136364
0.4,visuotactile_probe,transparent_container_lift,5,0.863636,0.059827,0.022727,0.068182
0.4,visuotactile_probe,transparent_container_lift,6,0.818182,0.056800,0.000000,0.136364
0.4,visuotactile_probe,leaf_occluded_fruit_grasp,0,0.772727,0.051730,0.000000,0.204545
0.4,visuotactile_probe,leaf_occluded_fruit_grasp,1,0.772727,0.053725,0.022727,0.136364
0.4,visuotactile_probe,leaf_occluded_fruit_grasp,2,0.704545,0.053996,0.045455,0.181818
0.4,visuotactile_probe,leaf_occluded_fruit_grasp,3,0.795455,0.053636,0.000000,0.159091
0.4,visuotactile_probe,leaf_occluded_fruit_grasp,4,0.681818,0.052455,0.022727,0.272727
0.4,visuotactile_probe,leaf_occluded_fruit_grasp,5,0.659091,0.057246,0.136364,0.159091
0.4,visuotactile_probe,leaf_occluded_fruit_grasp,6,0.522727,0.053789,0.090909,0.386364
0.4,uncertainty_guided_probe,occluded_bin_grasping,0,0.954545,0.045225,0.000000,0.045455
0.4,uncertainty_guided_probe,occluded_bin_grasping,1,0.931818,0.044351,0.000000,0.068182
0.4,uncertainty_guided_probe,occluded_bin_grasping,2,0.931818,0.044566,0.000000,0.068182
0.4,uncertainty_guided_probe,occluded_bin_grasping,3,0.931818,0.044333,0.022727,0.068182
0.4,uncertainty_guided_probe,occluded_bin_grasping,4,0.886364,0.047373,0.022727,0.113636
0.4,uncertainty_guided_probe,occluded_bin_grasping,5,0.954545,0.044623,0.000000,0.045455
0.4,uncertainty_guided_probe,occluded_bin_grasping,6,0.931818,0.044705,0.000000,0.068182
0.4,uncertainty_guided_probe,shelf_insertion_clearance,0,0.840909,0.040579,0.068182,0.136364
0.4,uncertainty_guided_probe,shelf_insertion_clearance,1,0.863636,0.040351,0.045455,0.136364
0.4,uncertainty_guided_probe,shelf_insertion_clearance,2,0.954545,0.041276,0.000000,0.045455
0.4,uncertainty_guided_probe,shelf_insertion_clearance,3,0.863636,0.040714,0.045455,0.136364
0.4,uncertainty_guided_probe,shelf_insertion_clearance,4,0.909091,0.038854,0.022727,0.090909
0.4,uncertainty_guided_probe,shelf_insertion_clearance,5,0.909091,0.038942,0.022727,0.090909
0.4,uncertainty_guided_probe,shelf_insertion_clearance,6,0.909091,0.041472,0.022727,0.090909
0.4,uncertainty_guided_probe,transparent_container_lift,0,0.931818,0.050433,0.045455,0.045455
0.4,uncertainty_guided_probe,transparent_container_lift,1,0.772727,0.051789,0.022727,0.159091
0.4,uncertainty_guided_probe,transparent_container_lift,2,0.818182,0.052357,0.000000,0.159091
0.4,uncertainty_guided_probe,transparent_container_lift,3,0.818182,0.051353,0.000000,0.159091
0.4,uncertainty_guided_probe,transparent_container_lift,4,0.818182,0.051116,0.068182,0.136364
0.4,uncertainty_guided_probe,transparent_container_lift,5,0.750000,0.056792,0.090909,0.204545
0.4,uncertainty_guided_probe,transparent_container_lift,6,0.795455,0.051263,0.000000,0.181818
0.4,uncertainty_guided_probe,leaf_occluded_fruit_grasp,0,0.681818,0.047958,0.045455,0.272727
0.4,uncertainty_guided_probe,leaf_occluded_fruit_grasp,1,0.590909,0.048914,0.090909,0.363636
0.4,uncertainty_guided_probe,leaf_occluded_fruit_grasp,2,0.500000,0.051320,0.113636,0.454545
0.4,uncertainty_guided_probe,leaf_occluded_fruit_grasp,3,0.659091,0.049838,0.045455,0.272727
0.4,uncertainty_guided_probe,leaf_occluded_fruit_grasp,4,0.545455,0.047020,0.068182,0.409091
0.4,uncertainty_guided_probe,leaf_occluded_fruit_grasp,5,0.727273,0.047894,0.068182,0.227273
0.4,uncertainty_guided_probe,leaf_occluded_fruit_grasp,6,0.750000,0.046690,0.022727,0.227273
0.4,proposed_action_critical_interactive_depth,occluded_bin_grasping,0,0.886364,0.041421,0.000000,0.113636
0.4,proposed_action_critical_interactive_depth,occluded_bin_grasping,1,0.954545,0.043795,0.000000,0.022727
0.4,proposed_action_critical_interactive_depth,occluded_bin_grasping,2,0.954545,0.040551,0.000000,0.045455
0.4,proposed_action_critical_interactive_depth,occluded_bin_grasping,3,0.931818,0.040498,0.022727,0.068182
0.4,proposed_action_critical_interactive_depth,occluded_bin_grasping,4,0.909091,0.042057,0.022727,0.090909
0.4,proposed_action_critical_interactive_depth,occluded_bin_grasping,5,0.977273,0.042092,0.000000,0.022727
0.4,proposed_action_critical_interactive_depth,occluded_bin_grasping,6,0.977273,0.043971,0.000000,0.022727
0.4,proposed_action_critical_interactive_depth,shelf_insertion_clearance,0,0.886364,0.039454,0.022727,0.113636
0.4,proposed_action_critical_interactive_depth,shelf_insertion_clearance,1,0.931818,0.038387,0.000000,0.068182
0.4,proposed_action_critical_interactive_depth,shelf_insertion_clearance,2,0.886364,0.035700,0.000000,0.113636
0.4,proposed_action_critical_interactive_depth,shelf_insertion_clearance,3,0.954545,0.040468,0.000000,0.045455
0.4,proposed_action_critical_interactive_depth,shelf_insertion_clearance,4,0.977273,0.037682,0.000000,0.000000
0.4,proposed_action_critical_interactive_depth,shelf_insertion_clearance,5,0.931818,0.041318,0.000000,0.068182
0.4,proposed_action_critical_interactive_depth,shelf_insertion_clearance,6,0.977273,0.038761,0.000000,0.022727
0.4,proposed_action_critical_interactive_depth,transparent_container_lift,0,0.840909,0.055107,0.045455,0.136364
0.4,proposed_action_critical_interactive_depth,transparent_container_lift,1,0.840909,0.056066,0.045455,0.090909
0.4,proposed_action_critical_interactive_depth,transparent_container_lift,2,0.840909,0.054875,0.000000,0.113636
0.4,proposed_action_critical_interactive_depth,transparent_container_lift,3,0.909091,0.055951,0.022727,0.068182
0.4,proposed_action_critical_interactive_depth,transparent_container_lift,4,0.863636,0.052879,0.022727,0.113636
0.4,proposed_action_critical_interactive_depth,transparent_container_lift,5,0.886364,0.053677,0.000000,0.068182
0.4,proposed_action_critical_interactive_depth,transparent_container_lift,6,0.886364,0.052256,0.022727,0.090909
0.4,proposed_action_critical_interactive_depth,leaf_occluded_fruit_grasp,0,0.659091,0.043910,0.045455,0.318182
0.4,proposed_action_critical_interactive_depth,leaf_occluded_fruit_grasp,1,0.659091,0.050267,0.113636,0.272727
0.4,proposed_action_critical_interactive_depth,leaf_occluded_fruit_grasp,2,0.727273,0.050469,0.045455,0.181818
0.4,proposed_action_critical_interactive_depth,leaf_occluded_fruit_grasp,3,0.727273,0.052858,0.045455,0.204545
0.4,proposed_action_critical_interactive_depth,leaf_occluded_fruit_grasp,4,0.840909,0.045749,0.000000,0.159091
0.4,proposed_action_critical_interactive_depth,leaf_occluded_fruit_grasp,5,0.704545,0.044883,0.068182,0.227273
0.4,proposed_action_critical_interactive_depth,leaf_occluded_fruit_grasp,6,0.772727,0.045624,0.045455,0.181818
0.4,oracle_depth_completion,occluded_bin_grasping,0,1.000000,0.005257,0.000000,0.000000
0.4,oracle_depth_completion,occluded_bin_grasping,1,1.000000,0.005566,0.000000,0.000000
0.4,oracle_depth_completion,occluded_bin_grasping,2,1.000000,0.005287,0.000000,0.000000
0.4,oracle_depth_completion,occluded_bin_grasping,3,1.000000,0.005587,0.000000,0.000000
0.4,oracle_depth_completion,occluded_bin_grasping,4,1.000000,0.005426,0.000000,0.000000
0.4,oracle_depth_completion,occluded_bin_grasping,5,1.000000,0.005442,0.000000,0.000000
0.4,oracle_depth_completion,occluded_bin_grasping,6,1.000000,0.005607,0.000000,0.000000
0.4,oracle_depth_completion,shelf_insertion_clearance,0,1.000000,0.005048,0.000000,0.000000
0.4,oracle_depth_completion,shelf_insertion_clearance,1,1.000000,0.005568,0.000000,0.000000
0.4,oracle_depth_completion,shelf_insertion_clearance,2,1.000000,0.005156,0.000000,0.000000
0.4,oracle_depth_completion,shelf_insertion_clearance,3,1.000000,0.005187,0.000000,0.000000
0.4,oracle_depth_completion,shelf_insertion_clearance,4,1.000000,0.005526,0.000000,0.000000
0.4,oracle_depth_completion,shelf_insertion_clearance,5,1.000000,0.005129,0.000000,0.000000
